retention_status,n,mean_overpay_residual,median_overpay_residual,sd_overpay_residual,iqr_overpay_residual,p10_overpay_residual,p90_overpay_residual
new_team,592,-0.45264269639724364,-0.4105908304330548,2.3449985508769893,2.9645503695248507,-3.4200267957964456,2.4245988617931764
same_team,1115,0.32393249659037543,0.39824147317395386,2.366496893145976,3.17736878546365,-2.645551304507847,3.2795887312229888
difference_same_minus_new,1707,0.776575192987619,NA,NA,NA,NA,NA
