team,season,captain_name,source_page,alternate_data_available
New York Rangers,2023-24,Jacob Trouba,https://en.wikipedia.org/wiki/List_of_New_York_Rangers_captains,FALSE
New York Rangers,2024-25,Jacob Trouba,https://en.wikipedia.org/wiki/List_of_New_York_Rangers_captains,FALSE
Ottawa Senators,2012-13,Erik Karlsson,https://en.wikipedia.org/wiki/List_of_Ottawa_Senators_captains,FALSE
Ottawa Senators,2013-14,Erik Karlsson,https://en.wikipedia.org/wiki/List_of_Ottawa_Senators_captains,FALSE
Ottawa Senators,2014-15,Erik Karlsson,https://en.wikipedia.org/wiki/List_of_Ottawa_Senators_captains,FALSE
Ottawa Senators,2015-16,Erik Karlsson,https://en.wikipedia.org/wiki/List_of_Ottawa_Senators_captains,FALSE
Ottawa Senators,2016-17,Erik Karlsson,https://en.wikipedia.org/wiki/List_of_Ottawa_Senators_captains,FALSE
Ottawa Senators,2017-18,Erik Karlsson,https://en.wikipedia.org/wiki/List_of_Ottawa_Senators_captains,FALSE
Ottawa Senators,2021-22,Brady Tkachuk,https://en.wikipedia.org/wiki/List_of_Ottawa_Senators_captains,FALSE
Ottawa Senators,2022-23,Brady Tkachuk,https://en.wikipedia.org/wiki/List_of_Ottawa_Senators_captains,FALSE
Ottawa Senators,2023-24,Brady Tkachuk,https://en.wikipedia.org/wiki/List_of_Ottawa_Senators_captains,FALSE
Ottawa Senators,2024-25,Brady Tkachuk,https://en.wikipedia.org/wiki/List_of_Ottawa_Senators_captains,FALSE
Philadelphia Flyers,2012-13,Claude Giroux,https://en.wikipedia.org/wiki/List_of_Philadelphia_Flyers_captains,FALSE
Philadelphia Flyers,2013-14,Claude Giroux,https://en.wikipedia.org/wiki/List_of_Philadelphia_Flyers_captains,FALSE
Philadelphia Flyers,2014-15,Claude Giroux,https://en.wikipedia.org/wiki/List_of_Philadelphia_Flyers_captains,FALSE
Philadelphia Flyers,2015-16,Claude Giroux,https://en.wikipedia.org/wiki/List_of_Philadelphia_Flyers_captains,FALSE
Philadelphia Flyers,2016-17,Claude Giroux,https://en.wikipedia.org/wiki/List_of_Philadelphia_Flyers_captains,FALSE
Philadelphia Flyers,2017-18,Claude Giroux,https://en.wikipedia.org/wiki/List_of_Philadelphia_Flyers_captains,FALSE
Philadelphia Flyers,2018-19,Claude Giroux,https://en.wikipedia.org/wiki/List_of_Philadelphia_Flyers_captains,FALSE
Philadelphia Flyers,2019-20,Claude Giroux,https://en.wikipedia.org/wiki/List_of_Philadelphia_Flyers_captains,FALSE
Philadelphia Flyers,2020-21,Claude Giroux,https://en.wikipedia.org/wiki/List_of_Philadelphia_Flyers_captains,FALSE
Philadelphia Flyers,2021-22,Claude Giroux,https://en.wikipedia.org/wiki/List_of_Philadelphia_Flyers_captains,FALSE
Philadelphia Flyers,2024-25,Sean Couturier,https://en.wikipedia.org/wiki/List_of_Philadelphia_Flyers_captains,FALSE
Pittsburgh Penguins,2012-13,Sidney Crosby,https://en.wikipedia.org/wiki/List_of_Pittsburgh_Penguins_captains,FALSE
Pittsburgh Penguins,2013-14,Sidney Crosby,https://en.wikipedia.org/wiki/List_of_Pittsburgh_Penguins_captains,FALSE
Pittsburgh Penguins,2014-15,Sidney Crosby,https://en.wikipedia.org/wiki/List_of_Pittsburgh_Penguins_captains,FALSE
Pittsburgh Penguins,2015-16,Sidney Crosby,https://en.wikipedia.org/wiki/List_of_Pittsburgh_Penguins_captains,FALSE
Pittsburgh Penguins,2016-17,Sidney Crosby,https://en.wikipedia.org/wiki/List_of_Pittsburgh_Penguins_captains,FALSE
Pittsburgh Penguins,2017-18,Sidney Crosby,https://en.wikipedia.org/wiki/List_of_Pittsburgh_Penguins_captains,FALSE
Pittsburgh Penguins,2018-19,Sidney Crosby,https://en.wikipedia.org/wiki/List_of_Pittsburgh_Penguins_captains,FALSE
Pittsburgh Penguins,2019-20,Sidney Crosby,https://en.wikipedia.org/wiki/List_of_Pittsburgh_Penguins_captains,FALSE
Pittsburgh Penguins,2020-21,Sidney Crosby,https://en.wikipedia.org/wiki/List_of_Pittsburgh_Penguins_captains,FALSE
Pittsburgh Penguins,2021-22,Sidney Crosby,https://en.wikipedia.org/wiki/List_of_Pittsburgh_Penguins_captains,FALSE
Pittsburgh Penguins,2022-23,Sidney Crosby,https://en.wikipedia.org/wiki/List_of_Pittsburgh_Penguins_captains,FALSE
Pittsburgh Penguins,2023-24,Sidney Crosby,https://en.wikipedia.org/wiki/List_of_Pittsburgh_Penguins_captains,FALSE
Pittsburgh Penguins,2024-25,Sidney Crosby,https://en.wikipedia.org/wiki/List_of_Pittsburgh_Penguins_captains,FALSE
San Jose Sharks,2012-13,Joe Pavelski,https://en.wikipedia.org/wiki/List_of_San_Jose_Sharks_captains,FALSE
San Jose Sharks,2013-14,Joe Pavelski,https://en.wikipedia.org/wiki/List_of_San_Jose_Sharks_captains,FALSE
San Jose Sharks,2014-15,Joe Pavelski,https://en.wikipedia.org/wiki/List_of_San_Jose_Sharks_captains,FALSE
San Jose Sharks,2015-16,Joe Pavelski,https://en.wikipedia.org/wiki/List_of_San_Jose_Sharks_captains,FALSE
San Jose Sharks,2016-17,Joe Pavelski,https://en.wikipedia.org/wiki/List_of_San_Jose_Sharks_captains,FALSE
San Jose Sharks,2017-18,Joe Pavelski,https://en.wikipedia.org/wiki/List_of_San_Jose_Sharks_captains,FALSE
San Jose Sharks,2018-19,Joe Pavelski,https://en.wikipedia.org/wiki/List_of_San_Jose_Sharks_captains,FALSE
San Jose Sharks,2019-20,Logan Couture,https://en.wikipedia.org/wiki/List_of_San_Jose_Sharks_captains,FALSE
San Jose Sharks,2020-21,Logan Couture,https://en.wikipedia.org/wiki/List_of_San_Jose_Sharks_captains,FALSE
San Jose Sharks,2021-22,Logan Couture,https://en.wikipedia.org/wiki/List_of_San_Jose_Sharks_captains,FALSE
San Jose Sharks,2022-23,Logan Couture,https://en.wikipedia.org/wiki/List_of_San_Jose_Sharks_captains,FALSE
San Jose Sharks,2023-24,Logan Couture,https://en.wikipedia.org/wiki/List_of_San_Jose_Sharks_captains,FALSE
San Jose Sharks,2024-25,Logan Couture,https://en.wikipedia.org/wiki/List_of_San_Jose_Sharks_captains,FALSE
Seattle Kraken,2012-13,Mark Giordano,https://en.wikipedia.org/wiki/List_of_Seattle_Kraken_captains,FALSE
Seattle Kraken,2013-14,Mark Giordano,https://en.wikipedia.org/wiki/List_of_Seattle_Kraken_captains,FALSE
Seattle Kraken,2014-15,Mark Giordano,https://en.wikipedia.org/wiki/List_of_Seattle_Kraken_captains,FALSE
Seattle Kraken,2015-16,Mark Giordano,https://en.wikipedia.org/wiki/List_of_Seattle_Kraken_captains,FALSE
Seattle Kraken,2016-17,Mark Giordano,https://en.wikipedia.org/wiki/List_of_Seattle_Kraken_captains,FALSE
Seattle Kraken,2017-18,Mark Giordano,https://en.wikipedia.org/wiki/List_of_Seattle_Kraken_captains,FALSE
Seattle Kraken,2018-19,Mark Giordano,https://en.wikipedia.org/wiki/List_of_Seattle_Kraken_captains,FALSE
Seattle Kraken,2019-20,Mark Giordano,https://en.wikipedia.org/wiki/List_of_Seattle_Kraken_captains,FALSE
Seattle Kraken,2020-21,Mark Giordano,https://en.wikipedia.org/wiki/List_of_Seattle_Kraken_captains,FALSE
Seattle Kraken,2021-22,Mark Giordano,https://en.wikipedia.org/wiki/List_of_Seattle_Kraken_captains,FALSE
Seattle Kraken,2024-25,Jordan Eberle,https://en.wikipedia.org/wiki/List_of_Seattle_Kraken_captains,FALSE
St. Louis Blues,2012-13,David Backes,https://en.wikipedia.org/wiki/List_of_St._Louis_Blues_captains,FALSE
St. Louis Blues,2013-14,David Backes,https://en.wikipedia.org/wiki/List_of_St._Louis_Blues_captains,FALSE
St. Louis Blues,2014-15,David Backes,https://en.wikipedia.org/wiki/List_of_St._Louis_Blues_captains,FALSE
St. Louis Blues,2015-16,David Backes,https://en.wikipedia.org/wiki/List_of_St._Louis_Blues_captains,FALSE
St. Louis Blues,2016-17,Alex Pietrangelo,https://en.wikipedia.org/wiki/List_of_St._Louis_Blues_captains,FALSE
St. Louis Blues,2017-18,Alex Pietrangelo,https://en.wikipedia.org/wiki/List_of_St._Louis_Blues_captains,FALSE
St. Louis Blues,2018-19,Alex Pietrangelo,https://en.wikipedia.org/wiki/List_of_St._Louis_Blues_captains,FALSE
St. Louis Blues,2019-20,Alex Pietrangelo,https://en.wikipedia.org/wiki/List_of_St._Louis_Blues_captains,FALSE
St. Louis Blues,2020-21,Ryan O'Reilly,https://en.wikipedia.org/wiki/List_of_St._Louis_Blues_captains,FALSE
St. Louis Blues,2021-22,Ryan O'Reilly,https://en.wikipedia.org/wiki/List_of_St._Louis_Blues_captains,FALSE
St. Louis Blues,2022-23,Ryan O'Reilly,https://en.wikipedia.org/wiki/List_of_St._Louis_Blues_captains,FALSE
St. Louis Blues,2023-24,Brayden Schenn,https://en.wikipedia.org/wiki/List_of_St._Louis_Blues_captains,FALSE
St. Louis Blues,2024-25,Brayden Schenn,https://en.wikipedia.org/wiki/List_of_St._Louis_Blues_captains,FALSE
Tampa Bay Lightning,2012-13,Steven Stamkos,https://en.wikipedia.org/wiki/List_of_Tampa_Bay_Lightning_captains,FALSE
Tampa Bay Lightning,2013-14,Steven Stamkos,https://en.wikipedia.org/wiki/List_of_Tampa_Bay_Lightning_captains,FALSE
Tampa Bay Lightning,2014-15,Steven Stamkos,https://en.wikipedia.org/wiki/List_of_Tampa_Bay_Lightning_captains,FALSE
Tampa Bay Lightning,2015-16,Steven Stamkos,https://en.wikipedia.org/wiki/List_of_Tampa_Bay_Lightning_captains,FALSE
Tampa Bay Lightning,2016-17,Steven Stamkos,https://en.wikipedia.org/wiki/List_of_Tampa_Bay_Lightning_captains,FALSE
Tampa Bay Lightning,2017-18,Steven Stamkos,https://en.wikipedia.org/wiki/List_of_Tampa_Bay_Lightning_captains,FALSE
Tampa Bay Lightning,2018-19,Steven Stamkos,https://en.wikipedia.org/wiki/List_of_Tampa_Bay_Lightning_captains,FALSE
Tampa Bay Lightning,2019-20,Steven Stamkos,https://en.wikipedia.org/wiki/List_of_Tampa_Bay_Lightning_captains,FALSE
Tampa Bay Lightning,2020-21,Steven Stamkos,https://en.wikipedia.org/wiki/List_of_Tampa_Bay_Lightning_captains,FALSE
Tampa Bay Lightning,2021-22,Steven Stamkos,https://en.wikipedia.org/wiki/List_of_Tampa_Bay_Lightning_captains,FALSE
Tampa Bay Lightning,2022-23,Steven Stamkos,https://en.wikipedia.org/wiki/List_of_Tampa_Bay_Lightning_captains,FALSE
Tampa Bay Lightning,2023-24,Steven Stamkos,https://en.wikipedia.org/wiki/List_of_Tampa_Bay_Lightning_captains,FALSE
Tampa Bay Lightning,2024-25,Victor Hedman,https://en.wikipedia.org/wiki/List_of_Tampa_Bay_Lightning_captains,FALSE
Toronto Maple Leafs,2012-13,Dion Phaneuf,https://en.wikipedia.org/wiki/List_of_Toronto_Maple_Leafs_captains,FALSE
Toronto Maple Leafs,2013-14,Dion Phaneuf,https://en.wikipedia.org/wiki/List_of_Toronto_Maple_Leafs_captains,FALSE
Toronto Maple Leafs,2014-15,Dion Phaneuf,https://en.wikipedia.org/wiki/List_of_Toronto_Maple_Leafs_captains,FALSE
Toronto Maple Leafs,2015-16,Dion Phaneuf,https://en.wikipedia.org/wiki/List_of_Toronto_Maple_Leafs_captains,FALSE
Toronto Maple Leafs,2019-20,John Tavares,https://en.wikipedia.org/wiki/List_of_Toronto_Maple_Leafs_captains,FALSE
Toronto Maple Leafs,2020-21,John Tavares,https://en.wikipedia.org/wiki/List_of_Toronto_Maple_Leafs_captains,FALSE
Toronto Maple Leafs,2021-22,John Tavares,https://en.wikipedia.org/wiki/List_of_Toronto_Maple_Leafs_captains,FALSE
Toronto Maple Leafs,2022-23,John Tavares,https://en.wikipedia.org/wiki/List_of_Toronto_Maple_Leafs_captains,FALSE
Toronto Maple Leafs,2023-24,John Tavares,https://en.wikipedia.org/wiki/List_of_Toronto_Maple_Leafs_captains,FALSE
Toronto Maple Leafs,2024-25,John Tavares,https://en.wikipedia.org/wiki/List_of_Toronto_Maple_Leafs_captains,FALSE
Utah Hockey Club,2012-13,Shane Doan,https://en.wikipedia.org/wiki/List_of_Arizona_Coyotes_captains,FALSE
Utah Hockey Club,2013-14,Shane Doan,https://en.wikipedia.org/wiki/List_of_Arizona_Coyotes_captains,FALSE
Utah Hockey Club,2014-15,Shane Doan,https://en.wikipedia.org/wiki/List_of_Arizona_Coyotes_captains,FALSE
Utah Hockey Club,2015-16,Shane Doan,https://en.wikipedia.org/wiki/List_of_Arizona_Coyotes_captains,FALSE
Utah Hockey Club,2016-17,Shane Doan,https://en.wikipedia.org/wiki/List_of_Arizona_Coyotes_captains,FALSE
Utah Hockey Club,2018-19,Oliver Ekman-Larsson,https://en.wikipedia.org/wiki/List_of_Arizona_Coyotes_captains,FALSE
Utah Hockey Club,2019-20,Oliver Ekman-Larsson,https://en.wikipedia.org/wiki/List_of_Arizona_Coyotes_captains,FALSE
Utah Hockey Club,2020-21,Oliver Ekman-Larsson,https://en.wikipedia.org/wiki/List_of_Arizona_Coyotes_captains,FALSE
Utah Hockey Club,2024-25,Clayton Keller,https://en.wikipedia.org/wiki/List_of_Utah_Hockey_Club_captains,FALSE
Vancouver Canucks,2012-13,Henrik Sedin,https://en.wikipedia.org/wiki/List_of_Vancouver_Canucks_captains,FALSE
Vancouver Canucks,2013-14,Henrik Sedin,https://en.wikipedia.org/wiki/List_of_Vancouver_Canucks_captains,FALSE
Vancouver Canucks,2014-15,Henrik Sedin,https://en.wikipedia.org/wiki/List_of_Vancouver_Canucks_captains,FALSE
Vancouver Canucks,2015-16,Henrik Sedin,https://en.wikipedia.org/wiki/List_of_Vancouver_Canucks_captains,FALSE
Vancouver Canucks,2016-17,Henrik Sedin,https://en.wikipedia.org/wiki/List_of_Vancouver_Canucks_captains,FALSE
Vancouver Canucks,2017-18,Henrik Sedin,https://en.wikipedia.org/wiki/List_of_Vancouver_Canucks_captains,FALSE
Vancouver Canucks,2019-20,Bo Horvat,https://en.wikipedia.org/wiki/List_of_Vancouver_Canucks_captains,FALSE
Vancouver Canucks,2020-21,Bo Horvat,https://en.wikipedia.org/wiki/List_of_Vancouver_Canucks_captains,FALSE
Vancouver Canucks,2021-22,Bo Horvat,https://en.wikipedia.org/wiki/List_of_Vancouver_Canucks_captains,FALSE
Vancouver Canucks,2022-23,Bo Horvat,https://en.wikipedia.org/wiki/List_of_Vancouver_Canucks_captains,FALSE
Vancouver Canucks,2023-24,Quinn Hughes,https://en.wikipedia.org/wiki/List_of_Vancouver_Canucks_captains,FALSE
Vancouver Canucks,2024-25,Quinn Hughes,https://en.wikipedia.org/wiki/List_of_Vancouver_Canucks_captains,FALSE
Vegas Golden Knights,2012-13,Mark Stone,https://en.wikipedia.org/wiki/List_of_Vegas_Golden_Knights_captains,FALSE
Vegas Golden Knights,2013-14,Mark Stone,https://en.wikipedia.org/wiki/List_of_Vegas_Golden_Knights_captains,FALSE
Vegas Golden Knights,2014-15,Mark Stone,https://en.wikipedia.org/wiki/List_of_Vegas_Golden_Knights_captains,FALSE
Vegas Golden Knights,2015-16,Mark Stone,https://en.wikipedia.org/wiki/List_of_Vegas_Golden_Knights_captains,FALSE
Vegas Golden Knights,2016-17,Mark Stone,https://en.wikipedia.org/wiki/List_of_Vegas_Golden_Knights_captains,FALSE
Vegas Golden Knights,2017-18,Mark Stone,https://en.wikipedia.org/wiki/List_of_Vegas_Golden_Knights_captains,FALSE
Vegas Golden Knights,2018-19,Mark Stone,https://en.wikipedia.org/wiki/List_of_Vegas_Golden_Knights_captains,FALSE
Vegas Golden Knights,2019-20,Mark Stone,https://en.wikipedia.org/wiki/List_of_Vegas_Golden_Knights_captains,FALSE
Vegas Golden Knights,2020-21,Mark Stone,https://en.wikipedia.org/wiki/List_of_Vegas_Golden_Knights_captains,FALSE
Vegas Golden Knights,2021-22,Mark Stone,https://en.wikipedia.org/wiki/List_of_Vegas_Golden_Knights_captains,FALSE
Vegas Golden Knights,2022-23,Mark Stone,https://en.wikipedia.org/wiki/List_of_Vegas_Golden_Knights_captains,FALSE
Vegas Golden Knights,2023-24,Mark Stone,https://en.wikipedia.org/wiki/List_of_Vegas_Golden_Knights_captains,FALSE
Vegas Golden Knights,2024-25,Mark Stone,https://en.wikipedia.org/wiki/List_of_Vegas_Golden_Knights_captains,FALSE
Washington Capitals,2012-13,Alex Ovechkin,https://en.wikipedia.org/wiki/List_of_Washington_Capitals_captains,FALSE
Washington Capitals,2013-14,Alex Ovechkin,https://en.wikipedia.org/wiki/List_of_Washington_Capitals_captains,FALSE
Washington Capitals,2014-15,Alex Ovechkin,https://en.wikipedia.org/wiki/List_of_Washington_Capitals_captains,FALSE
Washington Capitals,2015-16,Alex Ovechkin,https://en.wikipedia.org/wiki/List_of_Washington_Capitals_captains,FALSE
Washington Capitals,2016-17,Alex Ovechkin,https://en.wikipedia.org/wiki/List_of_Washington_Capitals_captains,FALSE
Washington Capitals,2017-18,Alex Ovechkin,https://en.wikipedia.org/wiki/List_of_Washington_Capitals_captains,FALSE
Washington Capitals,2018-19,Alex Ovechkin,https://en.wikipedia.org/wiki/List_of_Washington_Capitals_captains,FALSE
Washington Capitals,2019-20,Alex Ovechkin,https://en.wikipedia.org/wiki/List_of_Washington_Capitals_captains,FALSE
Washington Capitals,2020-21,Alex Ovechkin,https://en.wikipedia.org/wiki/List_of_Washington_Capitals_captains,FALSE
Washington Capitals,2021-22,Alex Ovechkin,https://en.wikipedia.org/wiki/List_of_Washington_Capitals_captains,FALSE
Washington Capitals,2022-23,Alex Ovechkin,https://en.wikipedia.org/wiki/List_of_Washington_Capitals_captains,FALSE
Washington Capitals,2023-24,Alex Ovechkin,https://en.wikipedia.org/wiki/List_of_Washington_Capitals_captains,FALSE
Washington Capitals,2024-25,Alex Ovechkin,https://en.wikipedia.org/wiki/List_of_Washington_Capitals_captains,FALSE
Winnipeg Jets,2012-13,Andrew Ladd,https://en.wikipedia.org/wiki/List_of_Winnipeg_Jets_captains,FALSE
Winnipeg Jets,2013-14,Andrew Ladd,https://en.wikipedia.org/wiki/List_of_Winnipeg_Jets_captains,FALSE
Winnipeg Jets,2014-15,Andrew Ladd,https://en.wikipedia.org/wiki/List_of_Winnipeg_Jets_captains,FALSE
Winnipeg Jets,2015-16,Andrew Ladd,https://en.wikipedia.org/wiki/List_of_Winnipeg_Jets_captains,FALSE
Winnipeg Jets,2016-17,Blake Wheeler,https://en.wikipedia.org/wiki/List_of_Winnipeg_Jets_captains,FALSE
Winnipeg Jets,2017-18,Blake Wheeler,https://en.wikipedia.org/wiki/List_of_Winnipeg_Jets_captains,FALSE
Winnipeg Jets,2018-19,Blake Wheeler,https://en.wikipedia.org/wiki/List_of_Winnipeg_Jets_captains,FALSE
Winnipeg Jets,2019-20,Blake Wheeler,https://en.wikipedia.org/wiki/List_of_Winnipeg_Jets_captains,FALSE
Winnipeg Jets,2020-21,Blake Wheeler,https://en.wikipedia.org/wiki/List_of_Winnipeg_Jets_captains,FALSE
Winnipeg Jets,2021-22,Blake Wheeler,https://en.wikipedia.org/wiki/List_of_Winnipeg_Jets_captains,FALSE
Winnipeg Jets,2023-24,Adam Lowry,https://en.wikipedia.org/wiki/List_of_Winnipeg_Jets_captains,FALSE
Winnipeg Jets,2024-25,Adam Lowry,https://en.wikipedia.org/wiki/List_of_Winnipeg_Jets_captains,FALSE
