player_name,position,signing_team,previous_team,contract_value,aav,contract_years,signing_year,signing_date,contract_type
Noel Hoefenmayer,LD,Edmonton Oilers,NA,775000,775000,1,2024,2024-07-01,other
Noel Nordh,LW,Arizona Coyotes,NA,2700000,900000,3,2024,2024-05-04,RFA
Nolan Foote,"RW, LW",New Jersey Devils,New Jersey Devils,825000,825000,1,2024,2024-08-09,other
Oliver Ekman-Larsson,"RD, LD",Toronto Maple Leafs,Florida Panthers,14000000,3500000,4,2024,2024-07-01,UFA
Oliver Kapanen,C,Montreal Canadiens,NA,4262500,1208333,3,2024,2024-06-15,RFA
Oliver Kylington,LD,Colorado Avalanche,Calgary Flames,1050000,1050000,1,2024,2024-08-06,UFA
Oliver Okuliar,LW,Florida Panthers,NA,950000,950000,1,2024,2024-04-12,other
Oliver Wahlstrom,RW,New York Islanders,New York Islanders,1000000,1000000,1,2024,2024-07-25,other
Olivier Rodrigue,G,Edmonton Oilers,NA,775000,775000,1,2024,2024-03-30,other
Ondrej Becher,C,Detroit Red Wings,NA,2602500,867500,3,2024,2024-12-31,RFA
Oscar Eklind,"LW, C",Philadelphia Flyers,NA,950000,950000,1,2024,2024-04-08,RFA
Oscar Fisker Molgaard,C,Seattle Kraken,NA,2850000,950000,3,2024,2024-06-14,RFA
Oskar Back,C,Dallas Stars,NA,775000,775000,1,2024,2024-06-25,other
Oskar Sundqvist,C,St. Louis Blues,St. Louis Blues,3000000,1500000,2,2024,2024-03-07,UFA
Otto Stenberg,C,St. Louis Blues,NA,2850000,950000,3,2024,2024-05-01,RFA
Owen Allard,C,Utah Hockey Club,NA,2607500,869167,3,2024,2024-10-24,RFA
Owen Sillinger,C,Columbus Blue Jackets,NA,775000,775000,1,2024,2024-07-01,UFA
Owen Tippett,"LW, RW",Philadelphia Flyers,Philadelphia Flyers,49600000,6200000,8,2024,2024-01-26,UFA
Ozzy Wiesblatt,RW,Nashville Predators,NA,1550000,775000,2,2024,2024-11-01,RFA
Parker Kelly,"LW, C, RW",Colorado Avalanche,Ottawa Senators,1650000,825000,2,2024,2024-07-01,UFA
Parker Wotherspoon,"LD, RD",Boston Bruins,Boston Bruins,800000,800000,1,2024,2024-03-08,UFA
Pat Maroon,"RW, LW",Chicago Blackhawks,Minnesota Wild,1300000,1300000,1,2024,2024-07-01,UFA
Patrick Giles,RW,Florida Panthers,NA,1550000,775000,2,2024,2024-06-28,other
Patrick Kane,"RW, LW",Detroit Red Wings,Detroit Red Wings,6500000,6500000,1,2024,2024-06-30,UFA
Patrik Koch,LD,Utah Hockey Club,Arizona Coyotes,775000,775000,1,2024,2024-06-20,UFA
Pavel Buchnevich,"LW, C",St. Louis Blues,St. Louis Blues,48000000,8000000,6,2024,2024-07-02,UFA
Pavel Dorofeyev,LW,Vegas Golden Knights,Vegas Golden Knights,3670000,1835000,2,2024,2024-07-01,other
Pavol Regenda,LW,Anaheim Ducks,Anaheim Ducks,775000,775000,1,2024,2024-07-05,other
Petr Mrazek,G,Chicago Blackhawks,Chicago Blackhawks,8500000,4250000,2,2024,2024-01-24,UFA
Peyton Krebs,"C, LW",Buffalo Sabres,Buffalo Sabres,2900000,1450000,2,2024,2024-09-17,other
Pheonix Copley,G,Los Angeles Kings,Los Angeles Kings,825000,825000,1,2024,2024-07-01,UFA
Philip Broberg,"RD, LD",St. Louis Blues,Edmonton Oilers,9161834,4580917,2,2024,2024-08-20,other
Philip Tomasino,"RW, LW, C",Nashville Predators,Nashville Predators,825000,825000,1,2024,2024-09-18,other
Philippe Myers,RD,Toronto Maple Leafs,Tampa Bay Lightning,775000,775000,1,2024,2024-07-03,UFA
Pierre-Olivier Joseph,"LD, RD",St. Louis Blues,Pittsburgh Penguins,950000,950000,1,2024,2024-07-03,other
Quinton Byfield,"RW, LW",Los Angeles Kings,Los Angeles Kings,31250000,6250000,5,2024,2024-07-15,UFA
Raphael Lavoie,"RW, C",Edmonton Oilers,Edmonton Oilers,775000,775000,1,2024,2024-07-08,other
Rasmus Asplund,C,Florida Panthers,Buffalo Sabres,775000,775000,1,2024,2024-07-01,UFA
Rasmus Kumpulainen,C,Minnesota Wild,NA,2850000,950000,3,2024,2024-03-18,RFA
Rasmus Sandin,LD,Washington Capitals,Washington Capitals,23000000,4600000,5,2024,2024-03-06,UFA
Reese Johnson,C,Vegas Golden Knights,Chicago Blackhawks,775000,775000,1,2024,2024-07-01,other
Reilly Walsh,RD,Los Angeles Kings,New Jersey Devils,775000,775000,1,2024,2024-07-01,other
Riley Duran,C,Boston Bruins,NA,1850000,925000,2,2024,2024-03-24,RFA
Riley Heidt,C,Minnesota Wild,NA,2850000,950000,3,2024,2024-03-23,RFA
Riley Stillman,LD,Carolina Hurricanes,Vancouver Canucks,775000,775000,1,2024,2024-07-03,UFA
Riley Sutter,RW,Washington Capitals,NA,775000,775000,1,2024,2024-07-03,other
Riley Tufte,LW,Boston Bruins,Colorado Avalanche,775000,775000,1,2024,2024-07-01,UFA
Robert Hagg,"LD, RD",Vegas Golden Knights,Anaheim Ducks,775000,775000,1,2024,2024-07-04,UFA
Rodrigo Abols,C,Philadelphia Flyers,NA,775000,775000,1,2024,2024-06-15,UFA
Rodwin Dionicio,LD,Anaheim Ducks,NA,2850000,950000,3,2024,2024-05-17,RFA
Ruslan Khazheev,G,Carolina Hurricanes,NA,2535000,845000,3,2024,2024-05-01,RFA
Rutger McGroarty,RW,Pittsburgh Penguins,NA,4350000,1450000,3,2024,2024-08-20,RFA
Ryan Lindgren,"LD, RD",New York Rangers,New York Rangers,4500000,4500000,1,2024,2024-07-30,UFA
Ryan Lomberg,"LW, RW",Calgary Flames,Florida Panthers,4000000,2000000,2,2024,2024-07-01,UFA
Ryan Poehling,C,Philadelphia Flyers,Philadelphia Flyers,3800000,1900000,2,2024,2024-01-26,UFA
Ryan Schmelzer,C,New Jersey Devils,NA,1550000,775000,2,2024,2024-04-30,UFA
Ryan Shea,"LD, RD",Pittsburgh Penguins,Pittsburgh Penguins,775000,775000,1,2024,2024-07-01,UFA
Ryan Suter,"RD, LD",St. Louis Blues,Dallas Stars,3000000,3000000,1,2024,2024-07-10,UFA
Ryan Suzuki,C,Carolina Hurricanes,NA,775000,775000,1,2024,2024-05-29,other
Ryan Ufko,RD,Nashville Predators,NA,2775000,925000,3,2024,2024-03-29,RFA
Sam Carrick,C,New York Rangers,Anaheim Ducks,3000000,1000000,3,2024,2024-07-01,UFA
Sam Colangelo,"LW, RW",Anaheim Ducks,Anaheim Ducks,2600000,1300000,2,2024,2024-04-11,RFA
Sam Dickinson,LD,San Jose Sharks,NA,5275000,1758333,3,2024,2024-07-10,RFA
Sam Lafferty,"RW, LW, C",Buffalo Sabres,Vancouver Canucks,4000000,2000000,2,2024,2024-07-01,UFA
Sam Lipkin,LW,Arizona Coyotes,NA,2555000,851667,3,2024,2024-04-04,RFA
Sam Morton,C,Calgary Flames,NA,870000,870000,1,2024,2024-03-18,other
Sam O'Reilly,RW,Edmonton Oilers,NA,2892000,964000,3,2024,2024-10-21,RFA
Sam Poulin,RW,Pittsburgh Penguins,Pittsburgh Penguins,1550000,775000,2,2024,2024-04-29,other
Sam Reinhart,"LW, RW, C",Florida Panthers,Florida Panthers,69000000,8625000,8,2024,2024-06-30,UFA
Sam Steel,"LW, RW, C",Dallas Stars,Dallas Stars,1200000,1200000,1,2024,2024-06-30,UFA
Sammy Walker,"RW, LW, C",Minnesota Wild,Minnesota Wild,775000,775000,1,2024,2024-07-11,other
Samuel Fagemo,"RW, LW",Los Angeles Kings,Nashville Predators,775000,775000,1,2024,2024-06-24,other
Samuel Hlavaj,G,Minnesota Wild,NA,1900000,950000,2,2024,2024-04-05,RFA
Samuel Johannesson,RD,St. Louis Blues,NA,1900000,950000,2,2024,2024-04-30,RFA
Samuel Laberge,LW,New Jersey Devils,New Jersey Devils,775000,775000,1,2024,2024-05-16,UFA
Sandis Vilmanis,LW,Florida Panthers,NA,2565000,855000,3,2024,2024-03-02,RFA
Santeri Hatakka,"LD, RD",New Jersey Devils,New Jersey Devils,775000,775000,1,2024,2024-07-22,RFA
Scott Morrow,RD,Carolina Hurricanes,Carolina Hurricanes,3475000,1158333,3,2024,2024-04-02,RFA
Scott Perunovich,LD,St. Louis Blues,St. Louis Blues,1150000,1150000,1,2024,2024-06-18,other
Scott Ratzlaff,G,Buffalo Sabres,NA,2595000,865000,3,2024,2024-10-18,RFA
Scott Wedgewood,G,Nashville Predators,Dallas Stars,3000000,1500000,2,2024,2024-07-01,UFA
Seamus Casey,RD,New Jersey Devils,NA,4050000,1350000,3,2024,2024-05-06,RFA
Sean Behrens,LD,Colorado Avalanche,NA,2775000,925000,3,2024,2024-04-19,RFA
Sean Durzi,"RD, LD",Utah Hockey Club,Arizona Coyotes,24000000,6000000,4,2024,2024-06-30,UFA
Sean Monahan,C,Columbus Blue Jackets,Montréal Canadiens,27500000,5500000,5,2024,2024-07-01,UFA
Sean Walker,RD,Carolina Hurricanes,Philadelphia Flyers,18000000,3600000,5,2024,2024-07-01,UFA
Sebastian Aho,"LD, RD",Pittsburgh Penguins,New York Islanders,1550000,775000,2,2024,2024-07-02,UFA
Sergey Murashov,G,Pittsburgh Penguins,NA,2583330,861110,3,2024,2024-07-30,RFA
Seth Jarvis,"RW, LW, C",Carolina Hurricanes,Carolina Hurricanes,63200000,7900000,8,2024,2024-08-31,UFA
Shai Buium,LD,Detroit Red Wings,NA,2775000,925000,3,2024,2024-04-17,RFA
Shane Bowers,"C, RW",New Jersey Devils,New Jersey Devils,1550000,775000,2,2024,2024-04-30,other
Shane Pinto,C,Ottawa Senators,Ottawa Senators,775000,775000,1,2024,2024-01-19,RFA
Shane Pinto,C,Ottawa Senators,Ottawa Senators,7500000,3750000,2,2024,2024-07-02,other
Shayne Gostisbehere,"LD, RD",Carolina Hurricanes,Detroit Red Wings,9600000,3200000,3,2024,2024-07-01,UFA
Shea Theodore,LD,Vegas Golden Knights,Vegas Golden Knights,51975000,7425000,7,2024,2024-10-24,UFA
Sheldon Dries,C,Detroit Red Wings,Vancouver Canucks,1550000,775000,2,2024,2024-07-01,UFA
Sidney Crosby,C,Pittsburgh Penguins,Pittsburgh Penguins,17400000,8700000,2,2024,2024-09-16,UFA
Simon Benoit,"RD, LD",Toronto Maple Leafs,Toronto Maple Leafs,4050000,1350000,3,2024,2024-03-29,UFA
Simon Holmstrom,"RW, LW",New York Islanders,New York Islanders,850000,850000,1,2024,2024-07-16,other
Simon Lundmark,RD,Winnipeg Jets,NA,775000,775000,1,2024,2024-07-26,other
Simon Robertsson,RW,St. Louis Blues,NA,2775000,925000,3,2024,2024-05-01,RFA
Skyler Brind'Amour,C,Carolina Hurricanes,NA,775000,775000,1,2024,2024-10-06,other
Spencer Gill,RD,Philadelphia Flyers,NA,2767500,975000,3,2024,2024-09-27,RFA
Spencer Martin,G,Carolina Hurricanes,Columbus Blue Jackets,775000,775000,1,2024,2024-03-16,UFA
Spencer Smallman,RW,Washington Capitals,NA,775000,775000,1,2024,2024-07-02,UFA
Spencer Stastney,"LD, RD",Nashville Predators,Nashville Predators,1650000,825000,2,2024,2024-07-24,other
Stefan Noesen,RW,New Jersey Devils,Carolina Hurricanes,8250000,2750000,3,2024,2024-07-01,UFA
Stephen Halliday,C,Ottawa Senators,NA,2400000,1200000,2,2024,2024-03-22,RFA
Steven Lorentz,"C, LW",Toronto Maple Leafs,Florida Panthers,775000,775000,1,2024,2024-10-07,UFA
Steven Stamkos,"RW, LW, C",Nashville Predators,Tampa Bay Lightning,32000000,8000000,4,2024,2024-07-01,UFA
Stian Solberg,LD,Anaheim Ducks,NA,2925000,975000,3,2024,2024-07-05,RFA
T.J. Tynan,C,Colorado Avalanche,Los Angeles Kings,775000,775000,1,2024,2024-07-01,UFA
TJ Brodie,"RD, LD",Chicago Blackhawks,Toronto Maple Leafs,7500000,3750000,2,2024,2024-07-01,UFA
Tanner Howe,LW,Pittsburgh Penguins,NA,2625000,875000,3,2024,2024-07-10,RFA
Tanner Laczynski,C,Vegas Golden Knights,Philadelphia Flyers,1550000,775000,2,2024,2024-07-06,UFA
Tanner Pearson,"LW, RW",Vegas Golden Knights,Montréal Canadiens,775000,775000,1,2024,2024-10-04,UFA
Taylor Raddysh,RW,Washington Capitals,Chicago Blackhawks,1000000,1000000,1,2024,2024-07-01,UFA
Taylor Ward,RW,Los Angeles Kings,NA,775000,775000,1,2024,2024-05-24,UFA
Teddy Blueger,C,Vancouver Canucks,Vancouver Canucks,3600000,1800000,2,2024,2024-06-26,UFA
Terik Parascak,RW,Washington Capitals,NA,975000,1475000,3,2024,2024-07-05,RFA
Terrell Goldsmith,LD,Utah Hockey Club,NA,2600000,866667,3,2024,2024-10-18,RFA
Teuvo Teravainen,"LW, RW, C",Chicago Blackhawks,Carolina Hurricanes,16200000,5400000,3,2024,2024-07-01,UFA
Theo Lindstein,LD,St. Louis Blues,NA,2850000,950000,3,2024,2024-03-20,RFA
Thomas Bordeleau,"LW, RW, C",San Jose Sharks,San Jose Sharks,874125,874125,1,2024,2024-07-25,RFA
Thomas Harley,"LD, RD",Dallas Stars,Dallas Stars,8000000,4000000,2,2024,2024-09-17,other
Thomas Milic,G,Winnipeg Jets,NA,2525000,841667,3,2024,2024-05-03,RFA
Tij Iginla,C,Utah Hockey Club,NA,2925000,1975000,3,2024,2024-07-11,RFA
Tim Gettinger,LW,Detroit Red Wings,New York Rangers,775000,775000,1,2024,2024-03-11,UFA
Timothy Liljegren,RD,Toronto Maple Leafs,Toronto Maple Leafs,6000000,3000000,2,2024,2024-06-30,UFA
Tomas Nosek,"C, LW",Florida Panthers,New Jersey Devils,775000,775000,1,2024,2024-07-01,UFA
Tomas Suchanek,G,Anaheim Ducks,NA,2850000,950000,3,2024,2024-03-21,RFA
Tomas Tatar,"RW, LW",New Jersey Devils,Colorado Avalanche,1800000,1800000,1,2024,2024-07-02,UFA
Tommy Novak,"C, LW",Nashville Predators,Nashville Predators,10500000,3500000,3,2024,2024-03-04,UFA
Tory Dello,"RD,LD",Detroit Red Wings,NA,775000,775000,1,2024,2024-07-04,UFA
Travis Barron,LW,Utah Hockey Club,NA,775000,775000,1,2024,2024-07-02,other
Travis Boyd,"RW, C",Minnesota Wild,Arizona Coyotes,775000,775000,1,2024,2024-07-01,UFA
Travis Dermott,"LD, RD",Edmonton Oilers,Arizona Coyotes,775000,775000,1,2024,2024-10-08,UFA
Travis Konecny,"RW, LW",Philadelphia Flyers,Philadelphia Flyers,70000000,8750000,8,2024,2024-07-25,UFA
Trent Miner,G,Colorado Avalanche,NA,775000,775000,1,2024,2024-05-21,other
Trevor Lewis,"C, RW, LW",Los Angeles Kings,Los Angeles Kings,800000,800000,1,2024,2024-07-01,UFA
Tristan Bertucci,LD,Dallas Stars,NA,2850000,950000,3,2024,2024-03-15,RFA
Tristan Broz,C,Pittsburgh Penguins,NA,2775000,925000,3,2024,2024-04-20,RFA
Troy Grosenick,G,Minnesota Wild,Los Angeles Kings,775000,775000,1,2024,2024-07-01,UFA
Troy Stecher,"RD, LD",Edmonton Oilers,Arizona Coyotes,1575000,787500,2,2024,2024-07-01,UFA
Ty Dellandrea,"C, RW, LW",San Jose Sharks,Dallas Stars,2600000,1300000,2,2024,2024-07-04,other
Ty Emberson,RD,San Jose Sharks,San Jose Sharks,950000,950000,1,2024,2024-07-11,other
Ty Mueller,C,Vancouver Canucks,NA,2850000,950000,3,2024,2024-03-30,RFA
Ty Smith,"LD, RD",Carolina Hurricanes,Pittsburgh Penguins,775000,775000,1,2024,2024-06-21,other
Tyce Thompson,RW,New York Islanders,New Jersey Devils,775000,775000,1,2024,2024-07-10,other
Tye Felhaber,LW,Colorado Avalanche,NA,1550000,775000,2,2024,2024-12-15,UFA
Tyler Bertuzzi,LW,Chicago Blackhawks,Toronto Maple Leafs,22000000,5500000,4,2024,2024-07-01,UFA
Tyler Madden,C,Los Angeles Kings,NA,775000,775000,1,2024,2024-07-01,other
Tyler Motte,"RW, C, LW",Detroit Red Wings,Tampa Bay Lightning,800000,800000,1,2024,2024-07-03,UFA
Tyler Myers,"RD, LD",Vancouver Canucks,Vancouver Canucks,9000000,3000000,3,2024,2024-06-27,UFA
Tyler Toffoli,"RW, C",San Jose Sharks,New Jersey Devils,24000000,6000000,4,2024,2024-07-01,UFA
Tyson Barrie,"RD, LD",Calgary Flames,Nashville Predators,1250000,1250000,1,2024,2024-10-03,UFA
Tyson Jost,"C, RW, LW",Carolina Hurricanes,Buffalo Sabres,775000,775000,1,2024,2024-07-01,UFA
Ukko-Pekka Luukkonen,G,Buffalo Sabres,Buffalo Sabres,23750000,4750000,5,2024,2024-07-24,UFA
Urho Vaakanainen,"LD, RD",Anaheim Ducks,Anaheim Ducks,1100000,1100000,1,2024,2024-07-01,UFA
Uvis Balinskis,"RD, LD",Florida Panthers,Florida Panthers,1700000,850000,2,2024,2024-01-03,UFA
Valtteri Puustinen,"RW, LW",Pittsburgh Penguins,Pittsburgh Penguins,1550000,775000,2,2024,2024-05-10,UFA
Vasily Podkolzin,"RW, LW",Vancouver Canucks,Vancouver Canucks,2000000,1000000,2,2024,2024-04-18,other
Victor Hedman,LD,Tampa Bay Lightning,Tampa Bay Lightning,32000000,8000000,4,2024,2024-07-01,UFA
Victor Mancini,RD,New York Rangers,NA,1900000,950000,2,2024,2024-04-02,RFA
Victor Olofsson,"LW, RW",Vegas Golden Knights,Buffalo Sabres,1075000,1075000,1,2024,2024-07-02,UFA
Victor Ostman,G,Seattle Kraken,NA,1900000,950000,2,2024,2024-04-03,RFA
Viktor Arvidsson,"RW, LW",Edmonton Oilers,Los Angeles Kings,8000000,4000000,2,2024,2024-07-01,UFA
Viliam Kmec,RD,Vegas Golden Knights,NA,2500000,833333,3,2024,2024-09-23,RFA
Ville Heinola,LD,Winnipeg Jets,Winnipeg Jets,1600000,800000,2,2024,2024-07-15,RFA
Vilmer Alriksson,LW,Vancouver Canucks,NA,2925000,860000,3,2024,2024-09-29,RFA
Vincent Desharnais,RD,Vancouver Canucks,Edmonton Oilers,4000000,2000000,2,2024,2024-07-01,UFA
Vinnie Hinostroza,"RW, C",Nashville Predators,Pittsburgh Penguins,1550000,775000,2,2024,2024-07-01,UFA
Vladimir Tarasenko,"RW, LW",Detroit Red Wings,Ottawa Senators,9500000,4750000,2,2024,2024-07-03,UFA
Vladislav Kolyachonok,"LD, RD",Utah Hockey Club,Arizona Coyotes,1550000,775000,2,2024,2024-06-25,other
Vyacheslav Buteyets,G,Anaheim Ducks,NA,1705000,852500,2,2024,2024-05-01,RFA
Waltteri Ignatjew,G,Calgary Flames,NA,950000,950000,1,2024,2024-04-15,other
Warren Foegele,"LW, RW",Los Angeles Kings,Edmonton Oilers,10500000,3500000,3,2024,2024-07-01,UFA
Will Smith,"RW, LW, C",San Jose Sharks,NA,12450000,4150000,3,2024,2024-05-28,RFA
William Carrier,LW,Carolina Hurricanes,Vegas Golden Knights,12000000,2000000,6,2024,2024-07-01,UFA
William Carrier,LW,Carolina Hurricanes,Vegas Golden Knights,12000000,2000000,6,2024,2024-07-03,UFA
William Lagesson,"LD, RD",Detroit Red Wings,Toronto Maple Leafs,775000,775000,1,2024,2024-07-01,UFA
William Nylander,RW,Toronto Maple Leafs,Toronto Maple Leafs,92000000,11500000,8,2024,2024-01-08,UFA
Wilmer Skoog,C,Florida Panthers,NA,950000,950000,1,2024,2024-04-12,other
Wyatt Aamodt,LD,Colorado Avalanche,NA,925000,775000,1,2024,2024-07-02,UFA
Wyatt Bongiovanni,LW,Ottawa Senators,NA,775000,775000,1,2024,2024-06-25,other
Yakov Trenin,"C, LW, RW",Minnesota Wild,Nashville Predators,14000000,3500000,4,2024,2024-07-01,UFA
Yan Kuznetsov,"RD, LD",Calgary Flames,Calgary Flames,775000,775000,1,2024,2024-08-12,RFA
Yaroslav Askarov,G,San Jose Sharks,Nashville Predators,4000000,2000000,2,2024,2024-08-23,RFA
Yegor Chinakhov,"LW, RW",Columbus Blue Jackets,Columbus Blue Jackets,4200000,2100000,2,2024,2024-06-21,other
Yegor Sharangovich,"RW, C, LW",Calgary Flames,Calgary Flames,28750000,5750000,5,2024,2024-07-01,UFA
Yegor Sidorov,RW,Anaheim Ducks,NA,2700000,900000,3,2024,2024-04-03,RFA
Zac Funk,RW,Washington Capitals,NA,3100000,1033333,3,2024,2024-03-01,RFA
Zach Aston-Reese,C,Vegas Golden Knights,Detroit Red Wings,775000,775000,1,2024,2024-07-01,UFA
Zach Bogosian,RD,Minnesota Wild,Tampa Bay Lightning,2500000,1250000,2,2024,2024-03-05,UFA
Zach Sawchenko,G,Columbus Blue Jackets,San Jose Sharks,775000,775000,1,2024,2024-07-07,UFA
Zachary Sanford,"C, LW",Chicago Blackhawks,Arizona Coyotes,775000,775000,1,2024,2024-05-28,UFA
Zayne Parekh,RD,Calgary Flames,NA,2925000,1975000,3,2024,2024-07-05,RFA
Zemgus Girgensons,"LW, C",Tampa Bay Lightning,Buffalo Sabres,2550000,850000,3,2024,2024-07-01,UFA
Adam Scheel,G,Colorado Avalanche,NA,775000,775000,1,2025,2025-03-05,other
Adam Wilsby,LD,Nashville Predators,Nashville Predators,1550000,775000,2,2025,2025-02-09,other
Adin Hill,G,Vegas Golden Knights,Vegas Golden Knights,37500000,6250000,6,2025,2025-03-14,UFA
Alex Kerfoot,"C, RW",Utah Hockey Club,Utah Hockey Club,3000000,3000000,1,2025,2025-03-05,UFA
Andre Lee,LW,Los Angeles Kings,Los Angeles Kings,1550000,775000,2,2025,2025-03-10,other
Anthony (AJ) Spellacy,RW,Chicago Blackhawks,NA,2925000,975000,3,2025,2025-01-23,RFA
Austin Watson,LW,Detroit Red Wings,Detroit Red Wings,775000,775000,1,2025,2025-03-05,UFA
Brandon Halverson,G,Tampa Bay Lightning,Tampa Bay Lightning,1550000,775000,2,2025,2025-02-03,UFA
Brandon Saad,LW,Vegas Golden Knights,St. Louis Blues,1500000,1500000,1,2025,2025-01-31,UFA
Cameron Hebig,C,Utah Hockey Club,NA,775000,775000,1,2025,2025-03-06,UFA
Cameron Lund,C,San Jose Sharks,NA,0,0,3,2025,2025-03-21,RFA
Cameron Lund,C,San Jose Sharks,NA,2825000,941667,3,2025,2025-03-22,RFA
Charlie Lindgren,G,Washington Capitals,Washington Capitals,9000000,3000000,3,2025,2025-03-03,UFA
Colin White,"RW, LW, C",San Jose Sharks,San Jose Sharks,850000,850000,1,2025,2025-01-24,UFA
Colten Ellis,G,St. Louis Blues,NA,1550000,775000,2,2025,2025-03-06,other
Corey Schueneman,"LD, RD",St. Louis Blues,St. Louis Blues,775000,775000,1,2025,2025-02-01,UFA
Dominik Shine,RW,Detroit Red Wings,Detroit Red Wings,1550000,775000,2,2025,2025-01-27,UFA
Drew O'Connor,"LW, RW",Vancouver Canucks,Pittsburgh Penguins,5000000,2500000,2,2025,2025-02-18,UFA
Dylan Ferguson,G,Minnesota Wild,Ottawa Senators,775000,775000,1,2025,2025-01-07,other
Evan Cormier,G,Florida Panthers,NA,775000,775000,1,2025,2025-03-06,UFA
Frank Vatrano,"RW, LW",Anaheim Ducks,Anaheim Ducks,18000000,6000000,3,2025,2025-01-06,UFA
Gabriel Carriere,G,San Jose Sharks,NA,805000,805000,1,2025,2025-03-07,other
Ian Cole,"LD, RD",Utah Hockey Club,Utah Hockey Club,2800000,2800000,1,2025,2025-03-05,UFA
Jacob Bryson,"LD, RD",Buffalo Sabres,Buffalo Sabres,900000,900000,1,2025,2025-03-20,UFA
Jake Christiansen,"LD, RD",Columbus Blue Jackets,Columbus Blue Jackets,1950000,975000,2,2025,2025-01-17,UFA
Jake Evans,"C, RW",Montreal Canadiens,Montréal Canadiens,11400000,2850000,4,2025,2025-03-05,UFA
Jakob Chychrun,"LD, RD",Washington Capitals,Washington Capitals,72000000,9000000,8,2025,2025-03-25,UFA
Jason Zucker,"LW, RW",Buffalo Sabres,Buffalo Sabres,9500000,4750000,2,2025,2025-03-07,UFA
Jesper Boqvist,"C, RW, LW",Florida Panthers,Florida Panthers,3000000,1500000,2,2025,2025-03-05,UFA
Jesse Puljujarvi,RW,Florida Panthers,Pittsburgh Penguins,775000,775000,1,2025,2025-03-05,UFA
Joe Hicketts,LD,Los Angeles Kings,Detroit Red Wings,1550000,775000,2,2025,2025-03-20,UFA
John Klingberg,"RD, LD",Edmonton Oilers,Edmonton Oilers,1350000,1350000,1,2025,2025-01-18,UFA
Johnathan Kovacevic,"RD, LD",New Jersey Devils,New Jersey Devils,20000000,4000000,5,2025,2025-03-07,UFA
Jonathan Quick,G,New York Rangers,New York Rangers,1850000,1850000,1,2025,2025-03-12,UFA
Jordan Greenway,"LW, RW",Buffalo Sabres,Buffalo Sabres,8000000,4000000,2,2025,2025-03-05,UFA
Karel Vejmelka,G,Utah Hockey Club,Utah Hockey Club,23750000,4750000,5,2025,2025-03-05,UFA
Keaton Middleton,LD,Colorado Avalanche,Colorado Avalanche,1550000,775000,2,2025,2025-01-02,UFA
Kevin Lankinen,G,Vancouver Canucks,Vancouver Canucks,22500000,4500000,5,2025,2025-02-21,UFA
Linus Karlsson,"RW, C",Vancouver Canucks,Vancouver Canucks,775000,775000,1,2025,2025-03-14,other
Logan Brown,C,Tampa Bay Lightning,St. Louis Blues,775000,775000,1,2025,2025-03-05,UFA
Logan Thompson,G,Washington Capitals,Washington Capitals,35100000,5850000,6,2025,2025-01-27,UFA
Lucas Condotta,"C, LW",Montreal Canadiens,Montréal Canadiens,1550000,775000,2,2025,2025-03-18,UFA
Marcus Pettersson,LD,Vancouver Canucks,Pittsburgh Penguins,33000000,5500000,6,2025,2025-02-05,UFA
Mark Kastelic,"C, RW, LW",Boston Bruins,Boston Bruins,4710000,1570000,3,2025,2025-01-03,UFA
Mathieu Olivier,"RW, LW",Columbus Blue Jackets,Columbus Blue Jackets,18000000,3000000,6,2025,2025-03-05,UFA
Mikko Rantanen,RW,Dallas Stars,Colorado Avalanche,96000000,12000000,8,2025,2025-03-07,UFA
Olli Maatta,"RD, LD",Utah Hockey Club,Detroit Red Wings,10500000,3500000,3,2025,2025-03-03,UFA
Oskar Back,C,Dallas Stars,Dallas Stars,1650000,825000,2,2025,2025-01-02,UFA
Philippe Myers,RD,Toronto Maple Leafs,Toronto Maple Leafs,1700000,850000,2,2025,2025-01-03,UFA
Ridly Greig,"C, LW, RW",Ottawa Senators,Ottawa Senators,13000000,3250000,4,2025,2025-01-10,RFA
Ryan Shea,"LD, RD",Pittsburgh Penguins,Pittsburgh Penguins,900000,900000,1,2025,2025-03-07,UFA
Sam Steel,"LW, RW, C",Dallas Stars,Dallas Stars,4200000,2100000,2,2025,2025-02-14,UFA
