contract_id,walk_year_position_group,walk_year_toi_per_game,walk_year_toi_total,walk_year_games,walk_year_goals,walk_year_assists,walk_year_points,walk_year_points_per_game,post_signing_seasons_observed,post_signing_avg_toi_per_game,post_signing_avg_points_per_game,contract_complete,post_signing_toi_change,post_signing_points_change,trajectory_prior_seasons_found,trajectory_toi_slope,trajectory_points_slope,trajectory,tier_toi_percentile,tier
562,forward,18.034566666666667,1460.7999,81,23,36,59,0.7283950617283951,3,18.155917222222218,0.7261648745519713,TRUE,0.12135055555555141,-0.002230187176423759,1,NA,NA,insufficient_history,0.8416523235800344,top
563,forward,19.117333333333328,1433.7999999999995,75,17,35,52,0.6933333333333334,4,16.14255916666667,0.5967041337285902,FALSE,-2.974774166666659,-0.09662919960474314,3,-0.057740833333304056,-0.04161688570293045,stable,0.9508474576271186,top
564,forward,16.49675166666667,1270.2498783333335,77,18,31,49,0.6363636363636364,3,15.036484444444445,0.42455151074514313,FALSE,-1.4602672222222228,-0.21181212561849322,2,1.302355000000197,0.06295289855073391,rising,0.7477203647416414,top
565,NA,NA,NA,NA,NA,NA,NA,NA,2,18.608160833333333,0.15920523138832998,TRUE,NA,NA,NA,NA,NA,insufficient_history,NA,NA
566,defense,18.43392833333333,516.1499933333332,28,0,3,3,0.10714285714285714,2,18.704102500000005,0.20929233940226727,TRUE,0.27017416666667415,0.10214948225941013,NA,NA,NA,insufficient_history,0.521311475409836,middle
567,defense,18.62581166666667,1527.3165566666669,82,5,12,17,0.2073170731707317,3,21.09717444444444,0.28623873873873873,FALSE,2.4713627777777702,0.07892166556800703,2,0.3484649999998719,0.10412474849090621,stable,0.5694915254237288,middle
568,defense,18.977611666666668,1271.4999816666668,67,6,10,16,0.23880597014925373,3,17.837288333333333,0.337272579597141,FALSE,-1.1403233333333347,0.0984666094478873,2,-1.675981666666917,-0.03621621621622153,declining,0.6395348837209303,middle
569,NA,NA,NA,NA,NA,NA,NA,NA,1,10.458333333333334,0.2,FALSE,NA,NA,NA,NA,NA,insufficient_history,NA,NA
570,forward,10.458333333333334,209.16666666666669,20,2,2,4,0.2,1,6.759523333333333,0,TRUE,-3.698810000000001,-0.2,NA,NA,NA,insufficient_history,0.22165820642978004,fringe
571,forward,6.759523333333333,47.31666333333333,7,0,0,0,0,2,7.925555,0.11904761904761904,TRUE,1.166031666666667,0.11904761904761904,1,NA,NA,insufficient_history,0.01694915254237288,fringe
572,forward,7.5,105,14,1,0,1,0.07142857142857142,0,NA,NA,FALSE,NA,NA,3,-1.0536116666667124,-0.016666666666655644,declining,0.05172413793103448,fringe
573,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,FALSE,NA,NA,3,0.3702383333333231,0.03571428571428372,rising,NA,NA
574,NA,NA,NA,NA,NA,NA,NA,NA,1,8.1,0,TRUE,NA,NA,2,-0.8511099999996766,-0.09523809523805908,declining,NA,NA
575,forward,8.1,81,10,0,0,0,0,0,NA,NA,FALSE,NA,NA,1,NA,NA,insufficient_history,0.0547112462006079,fringe
576,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,FALSE,NA,NA,1,NA,NA,insufficient_history,NA,NA
577,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,FALSE,NA,NA,NA,NA,NA,insufficient_history,NA,NA
578,NA,NA,NA,NA,NA,NA,NA,NA,1,8.825,0.125,TRUE,NA,NA,NA,NA,NA,insufficient_history,NA,NA
579,forward,8.825,70.6,8,0,1,1,0.125,2,10.790539166666667,0.3970125786163522,TRUE,1.9655391666666677,0.2720125786163522,NA,NA,NA,insufficient_history,0.09605488850771869,fringe
580,forward,11.752776666666668,282.06664,24,3,7,10,0.4166666666666667,0,NA,NA,FALSE,NA,NA,2,1.003301666666289,0.252358490565942,rising,0.3293103448275862,fringe
581,NA,NA,NA,NA,NA,NA,NA,NA,1,16.513061666666665,0.47297297297297297,TRUE,NA,NA,3,1.463888333333735,0.14583333333336077,rising,NA,NA
582,forward,16.513061666666665,1221.9665633333332,74,17,18,35,0.47297297297297297,2,13.076079166666666,0.45731707317073167,TRUE,-3.436982499999999,-0.015655899802241302,2,1.924475000000288,0.03930817610063467,rising,0.7522796352583586,top
583,forward,9.621875,153.95,16,2,6,8,0.5,1,7.805554999999999,0,TRUE,-1.8163200000000002,-0.5,2,0.01722166666666913,-0.058338826631487414,stable,0.0645879732739421,fringe
584,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,FALSE,NA,NA,NA,NA,NA,insufficient_history,NA,NA
585,defense,13.618146666666666,612.8166,45,2,2,4,0.08888888888888889,2,15.049243333333331,0.31873015873015875,TRUE,1.4310966666666651,0.22984126984126985,NA,NA,NA,insufficient_history,0.14473684210526316,fringe
586,defense,14.20582,894.9666599999999,63,0,20,20,0.31746031746031744,2,19.713567499999996,0.22760290556900725,TRUE,5.507747499999997,-0.08985741189131019,2,2.274519999999138,0.23111111111102348,rising,0.1901639344262295,fringe
587,defense,20.142936666666664,1188.4332633333331,59,0,10,10,0.1694915254237288,3,19.929894444444443,0.3030338040222508,FALSE,-0.2130422222222208,0.13354227859852197,3,1.6957658333340337,-0.017142857142862705,rising,0.6910299003322259,top
588,defense,21.72967333333333,1781.833213333333,82,3,28,31,0.3780487804878049,1,21.445069999999998,0.23943661971830985,FALSE,-0.2846033333333331,-0.13861216076949504,2,1.0617666666662626,0.1889473684209809,rising,0.7831325301204819,top
589,forward,15.183333333333334,15.183333333333334,1,1,0,1,1,3,18.712889444444443,0.878187998124707,TRUE,3.529556111111109,-0.12181200187529295,NA,NA,NA,insufficient_history,0.6419965576592083,middle
590,forward,19.93059,1574.51661,79,30,48,78,0.9873417721518988,5,19.070787333333335,1.0671099496709253,FALSE,-0.8598026666666634,0.07976817751902654,2,2.5335416666670407,-0.20000000000002935,rising,0.9796954314720813,top
591,forward,18.574796666666668,1523.1333266666668,82,40,75,115,1.4024390243902438,2,19.115543333333335,0.8328703703703704,FALSE,0.5407466666666672,-0.5695686540198734,2,-1.2841866666668522,-0.37874564459935883,declining,0.8936170212765957,top
592,NA,NA,NA,NA,NA,NA,NA,NA,1,14.534848333333336,0.18181818181818182,FALSE,NA,NA,NA,NA,NA,insufficient_history,NA,NA
593,defense,14.534848333333336,319.7666633333334,22,0,4,4,0.18181818181818182,2,12.130320000000001,0.09096244131455399,FALSE,-2.404528333333335,-0.09085574050362784,NA,NA,NA,insufficient_history,0.2098360655737705,fringe
594,NA,NA,NA,NA,NA,NA,NA,NA,1,13.078293333333335,0.06976744186046512,TRUE,NA,NA,3,-1.3035358333335878,-0.0492424242424337,declining,NA,NA
595,defense,13.078293333333335,562.3666133333334,43,1,2,3,0.06976744186046512,2,15.718983333333332,0.18245838668373882,TRUE,2.6406899999999975,0.1126909448232737,2,-0.40508666666672766,-0.015258215962443554,declining,0.13953488372093023,fringe
596,defense,16.948356666666665,1203.3333233333333,71,1,12,13,0.18309859154929578,1,16.58383,0.22388059701492538,FALSE,-0.36452666666666644,0.0407820054656296,2,1.4113166666661288,0.1120507399576742,rising,0.3413654618473896,middle
597,NA,NA,NA,NA,NA,NA,NA,NA,2,10.724444166666666,0.15583333333333332,TRUE,NA,NA,NA,NA,NA,insufficient_history,NA,NA
598,forward,12.248888333333333,918.666625,75,6,8,14,0.18666666666666668,2,13.5322575,0.3145539906103286,FALSE,1.2833691666666667,0.12788732394366195,1,NA,NA,insufficient_history,0.37735849056603776,middle
599,NA,NA,NA,NA,NA,NA,NA,NA,4,14.086863333333334,0.2939772063465839,TRUE,NA,NA,3,0.5207241666667102,0.07333333333334856,rising,NA,NA
600,NA,NA,NA,NA,NA,NA,NA,NA,2,16.446,0.42000000000000004,FALSE,NA,NA,NA,NA,NA,insufficient_history,NA,NA
601,forward,17.770175,1350.5332999999998,76,25,28,53,0.6973684210526315,5,19.290173666666668,0.6867770810650433,FALSE,1.5199986666666696,-0.01059133998758821,2,-4.881333333334053,0.04000000000000583,declining,0.8460236886632826,top
602,forward,17.873866666666668,1447.7832,81,21,30,51,0.6296296296296297,3,20.67108277777778,0.8032176800641245,FALSE,2.797216111111112,0.17358805043449488,2,-2.933856666667094,-0.005278592375367309,declining,0.8389057750759878,top
603,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,FALSE,NA,NA,NA,NA,NA,insufficient_history,NA,NA
604,NA,NA,NA,NA,NA,NA,NA,NA,1,7.483333333333333,0,TRUE,NA,NA,NA,NA,NA,insufficient_history,NA,NA
605,forward,7.483333333333333,22.45,3,0,0,0,0,0,NA,NA,FALSE,NA,NA,NA,NA,NA,insufficient_history,0.03728813559322034,fringe
606,NA,NA,NA,NA,NA,NA,NA,NA,1,8.473958333333334,0.0625,TRUE,NA,NA,1,NA,NA,insufficient_history,NA,NA
607,forward,8.473958333333334,135.58333333333334,16,0,1,1,0.0625,0,NA,NA,FALSE,NA,NA,1,NA,NA,insufficient_history,0.09137931034482759,fringe
608,NA,NA,NA,NA,NA,NA,NA,NA,1,10.841666666666669,0,TRUE,NA,NA,1,NA,NA,insufficient_history,NA,NA
609,forward,10.841666666666669,21.683333333333337,2,0,0,0,0,0,NA,NA,FALSE,NA,NA,1,NA,NA,insufficient_history,0.2689969604863222,fringe
610,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,FALSE,NA,NA,1,NA,NA,insufficient_history,NA,NA
611,NA,NA,NA,NA,NA,NA,NA,NA,2,13.885796666666668,0.25861486486486485,FALSE,NA,NA,NA,NA,NA,insufficient_history,NA,NA
612,forward,14.018468333333335,1037.3666566666668,74,7,10,17,0.22972972972972974,2,15.471445,0.41016260162601625,TRUE,1.4529766666666646,0.1804328718962865,1,NA,NA,insufficient_history,0.5651438240270727,middle
613,forward,14.893703333333333,670.21665,45,8,13,21,0.4666666666666667,2,14.799904999999999,0.24947671376242805,FALSE,-0.09379833333333387,-0.21718995290423862,3,1.148030833333689,0.033079268292698645,rising,0.6157804459691252,middle
614,NA,NA,NA,NA,NA,NA,NA,NA,4,15.656176666666665,0.399315850200897,FALSE,NA,NA,3,0.033930000000030394,-0.13129251700683212,stable,NA,NA
615,NA,NA,NA,NA,NA,NA,NA,NA,2,9.773842499999999,0.1527777777777778,FALSE,NA,NA,NA,NA,NA,insufficient_history,NA,NA
616,forward,10.731018333333333,386.31666,36,6,5,11,0.3055555555555556,1,12.00111,0.26666666666666666,TRUE,1.2700916666666675,-0.03888888888888892,1,NA,NA,insufficient_history,0.24534686971235195,fringe
617,forward,12.00111,720.0666,60,6,10,16,0.26666666666666666,2,13.2036625,0.3004694835680751,TRUE,1.2025524999999995,0.03380281690140846,2,1.9143516666659461,0.3055555555554396,rising,0.3728813559322034,middle
618,forward,13.544649999999999,1097.11665,81,7,20,27,0.3333333333333333,1,13.511025,0.38461538461538464,TRUE,-0.033624999999998906,0.05128205128205132,3,1.0658283333335803,-0.01897496087637248,rising,0.496551724137931,middle
619,forward,13.511025,878.216625,65,10,15,25,0.38461538461538464,1,12.468381666666666,0.3235294117647059,FALSE,-1.0426433333333343,-0.06108597285067874,3,0.7717700000001816,0.03333333333334427,rising,0.5051724137931034,middle
620,forward,12.468381666666666,847.8499533333332,68,9,13,22,0.3235294117647059,2,11.605758333333334,0.27958172812328014,TRUE,-0.8626233333333317,-0.04394768364142576,2,-0.033624999999998816,0.05128205128205897,stable,0.4072948328267477,middle
621,NA,NA,NA,NA,NA,NA,NA,NA,1,12.846376666666666,0.08695652173913043,FALSE,NA,NA,NA,NA,NA,insufficient_history,NA,NA
622,forward,12.846376666666666,295.4666633333333,23,1,1,2,0.08695652173913043,1,14.395568333333332,0.31645569620253167,TRUE,1.5491916666666654,0.22949917446340123,NA,NA,NA,insufficient_history,0.45084745762711864,middle
623,forward,14.395568333333332,1137.2498983333332,79,13,12,25,0.31645569620253167,2,16.865053333333332,0.4731934731934732,FALSE,2.4694850000000006,0.15673777699094155,1,NA,NA,insufficient_history,0.5780445969125214,middle
624,NA,NA,NA,NA,NA,NA,NA,NA,4,16.206335,0.5067244624508676,FALSE,NA,NA,3,1.1611800000001664,0.08419639432299249,rising,NA,NA
625,NA,NA,NA,NA,NA,NA,NA,NA,3,11.977280555555556,0.2986243386243386,TRUE,NA,NA,NA,NA,NA,insufficient_history,NA,NA
626,forward,14.187333333333333,709.3666666666667,50,10,9,19,0.38,2,16.4164625,0.4634146341463415,TRUE,2.2291291666666684,0.08341463414634148,2,-1.2480816666661894,-0.3730158730157313,declining,0.5662020905923345,middle
627,forward,16.13069,1322.71658,82,12,21,33,0.4024390243902439,3,17.913574999999998,0.43545095037632353,TRUE,1.7828849999999967,0.033011925986079604,3,3.227010833334077,0.22648083623698337,rising,0.7220338983050848,top
628,forward,19.156965,1283.516655,67,26,16,42,0.6268656716417911,4,17.062910833333333,0.5044186337870357,FALSE,-2.094054166666666,-0.12244703785475541,3,0.8570908333335632,-0.04737335834898134,rising,0.9293103448275862,top
629,NA,NA,NA,NA,NA,NA,NA,NA,2,12.232065,0.15010141987829614,TRUE,NA,NA,NA,NA,NA,insufficient_history,NA,NA
630,defense,12.381371666666666,210.48331833333333,17,1,0,1,0.058823529411764705,2,16.81915083333333,0.2543859649122807,TRUE,4.437779166666665,0.195562435500516,1,NA,NA,insufficient_history,0.07796610169491526,fringe
631,defense,18.675729999999998,1064.51661,57,3,8,11,0.19298245614035087,1,18.020075000000002,0.36363636363636365,FALSE,-0.6556549999999959,0.17065390749601278,3,1.439906666667117,0.03720508166971893,rising,0.5925925925925926,middle
632,NA,NA,NA,NA,NA,NA,NA,NA,3,17.61613,0.24543325526932083,TRUE,NA,NA,3,1.528751666666864,0.02392344497609465,rising,NA,NA
633,defense,16.735,167.35,10,0,1,1,0.1,1,17.15601,0.39344262295081966,TRUE,0.421009999999999,0.2934426229508197,2,0.46865249999994796,-0.060389610389603346,rising,0.44144144144144143,middle
634,defense,17.15601,1046.51661,61,6,18,24,0.39344262295081966,1,14.976041666666667,0.125,TRUE,-2.1799683333333313,-0.26844262295081966,2,-2.222379999999154,-0.14285714285708861,declining,0.3614457831325301,middle
635,NA,NA,NA,NA,NA,NA,NA,NA,1,6.764101666666666,0,FALSE,NA,NA,NA,NA,NA,insufficient_history,NA,NA
636,forward,6.764101666666666,87.93332166666666,13,0,0,0,0,0,NA,NA,FALSE,NA,NA,NA,NA,NA,insufficient_history,0.01864406779661017,fringe
637,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,FALSE,NA,NA,NA,NA,NA,insufficient_history,NA,NA
638,NA,NA,NA,NA,NA,NA,NA,NA,2,17.2375,0.08333333333333333,FALSE,NA,NA,NA,NA,NA,insufficient_history,NA,NA
639,defense,17.108333333333334,102.65,6,1,0,1,0.16666666666666666,2,15.992339999999999,0.3076595744680851,TRUE,-1.1159933333333356,0.14099290780141846,1,NA,NA,insufficient_history,0.45723684210526316,middle
640,defense,17.84468,838.69996,47,2,10,12,0.2553191489361702,4,19.868130833333336,0.25557526847564394,FALSE,2.023450833333335,2.5611953947374255e-4,2,-2.9683333333322124,0.19333333333325997,declining,0.5114754098360655,middle
641,defense,21.028861666666668,1724.3666566666668,82,6,18,24,0.2926829268292683,2,17.796396666666666,0.12132043734230447,FALSE,-3.2324650000000013,-0.1713624894869638,2,-0.08715249999998824,0.05052605823341718,stable,0.7867867867867868,top
642,NA,NA,NA,NA,NA,NA,NA,NA,2,16.174644166666667,0.47558243727598565,FALSE,NA,NA,NA,NA,NA,insufficient_history,NA,NA
643,forward,16.409145000000002,1345.5498900000002,82,30,19,49,0.5975609756097561,2,16.2613575,0.42065040650406504,TRUE,-0.1477875000000033,-0.17691056910569103,2,4.190495000000621,0.1456093189964372,rising,0.754653130287648,top
644,forward,16.461333333333332,1234.6,75,13,19,32,0.4266666666666667,3,18.548539444444444,0.5273754494093477,FALSE,2.0872061111111115,0.10070878274268097,3,-1.1042550000002205,-0.06687647521639145,declining,0.7461406518010292,top
645,NA,NA,NA,NA,NA,NA,NA,NA,4,19.633075416666667,0.6991724948307786,TRUE,NA,NA,3,0.8275475000002205,-0.041904761904781436,rising,NA,NA
646,forward,17.253251666666664,1414.7666366666665,82,23,29,52,0.6341463414634146,5,17.237613666666665,0.5818246856871752,FALSE,-0.015637999999999153,-0.052321655776239484,3,1.1368583333335038,0.3012820512821025,rising,0.813588850174216,top
647,NA,NA,NA,NA,NA,NA,NA,NA,4,15.784726250000002,0.5219391297291123,FALSE,NA,NA,3,-0.37832583333347863,0.07106812447435847,declining,NA,NA
648,forward,14.709561666666668,897.2832616666667,61,12,14,26,0.4262295081967213,0,NA,NA,FALSE,NA,NA,3,-0.3841591666668288,-0.058005003126964785,declining,0.5076586433260394,middle
649,NA,NA,NA,NA,NA,NA,NA,NA,1,14.929351666666669,0.13432835820895522,FALSE,NA,NA,NA,NA,NA,insufficient_history,NA,NA
650,defense,14.929351666666669,1000.2665616666668,67,1,8,9,0.13432835820895522,2,19.2544675,0.2318840579710145,TRUE,4.3251158333333315,0.09755569976205927,NA,NA,NA,insufficient_history,0.2631578947368421,fringe
651,defense,20.740336666666668,1431.0832300000002,69,7,10,17,0.2463768115942029,1,19.38697833333333,0.171875,TRUE,-1.353358333333336,-0.07450181159420291,2,2.839246666665592,0.08306294613883936,rising,0.7573770491803279,top
652,defense,19.38697833333333,1240.7666133333332,64,2,9,11,0.171875,1,18.44926333333333,0.29411764705882354,TRUE,-0.9377150000000007,0.12224264705882354,3,2.9054925000007255,0.056024226692635536,rising,0.6512345679012346,middle
653,defense,18.44926333333333,1254.5499066666664,68,7,13,20,0.29411764705882354,3,18.604981111111112,0.19210743375605732,FALSE,0.15571777777778095,-0.10201021330276622,3,0.80919000000002,-0.022758152173922998,rising,0.5647840531561462,middle
654,defense,16.666036666666667,883.2999433333333,53,1,5,6,0.11320754716981132,1,20.656921666666666,0.2923076923076923,FALSE,3.9908849999999987,0.179100145137881,2,-0.017759999999984198,-0.03688524590162535,stable,0.3253012048192771,fringe
655,NA,NA,NA,NA,NA,NA,NA,NA,3,14.163847222222222,0.3307892356399819,TRUE,NA,NA,NA,NA,NA,insufficient_history,NA,NA
656,forward,13.159451666666666,881.6832616666666,67,8,9,17,0.2537313432835821,1,14.924858333333333,0.22033898305084745,TRUE,1.7654066666666672,-0.03339236023273465,2,1.1785566666668394,0.011363636363637979,rising,0.4906937394247039,middle
657,forward,14.924858333333333,880.5666416666667,59,7,6,13,0.22033898305084745,1,14.909008333333333,0.35135135135135137,TRUE,-0.015850000000000364,0.13101236830050392,3,-0.4586575000002551,-0.054952510176409994,declining,0.6338983050847458,middle
658,forward,14.909008333333333,1103.2666166666666,74,15,11,26,0.35135135135135137,2,13.6369525,0.3296875,TRUE,-1.272055833333333,-0.02166385135135135,3,-0.1652324999998837,-0.0773305084745919,stable,0.6226415094339622,middle
659,forward,13.503333333333332,945.2333333333332,70,8,13,21,0.3,0,NA,NA,FALSE,NA,NA,3,-0.5771433333335254,0.06951800847458839,declining,0.503448275862069,middle
660,NA,NA,NA,NA,NA,NA,NA,NA,2,13.96413,0.2695767195767196,TRUE,NA,NA,3,-0.7028375000001417,-0.025675675675684944,declining,NA,NA
661,forward,13.524690000000001,1095.49989,81,12,12,24,0.2962962962962963,2,11.919928333333335,0.13929618768328444,TRUE,-1.6047616666666666,-0.15700010861301184,2,0.4501183333332842,-0.02857142857142523,rising,0.49512987012987014,middle
662,NA,NA,NA,NA,NA,NA,NA,NA,2,13.350851666666667,0.24250440917107582,FALSE,NA,NA,NA,NA,NA,insufficient_history,NA,NA
663,forward,14.469958333333333,1172.066625,81,9,11,20,0.24691358024691357,2,16.05215833333333,0.629930743751882,TRUE,1.5821999999999985,0.3830171635049684,1,NA,NA,insufficient_history,0.6091370558375635,middle
664,forward,18.71686833333333,1534.7832033333332,82,43,35,78,0.9512195121951219,1,18.84695,0.6829268292682927,TRUE,0.1300816666666691,-0.2682926829268292,3,0.5778516666666689,0.03527336860671291,rising,0.9073756432246999,top
665,forward,18.84695,1545.4499,82,24,32,56,0.6829268292682927,5,17.874387666666667,0.6487671976932988,FALSE,-0.9725623333333324,-0.03415963157499391,3,2.1234550000007903,0.35215296597421597,rising,0.9103448275862069,top
666,NA,NA,NA,NA,NA,NA,NA,NA,2,14.033039166666667,0.5694183864915572,FALSE,NA,NA,NA,NA,NA,insufficient_history,NA,NA
667,forward,18.212336666666666,1402.3499233333332,77,30,36,66,0.8571428571428571,3,19.742781666666666,1.3198747528015822,TRUE,1.5304450000000003,0.4627318956587251,2,1.8359516666669413,0.446529080675488,rising,0.8781725888324873,top
668,forward,19.821458333333332,1585.7166666666667,80,39,61,100,1.25,6,20.343783333333334,1.4866226265421907,FALSE,0.5223250000000021,0.23662262654219068,3,2.2452125000004717,0.17798286090974372,rising,0.9588336192109777,top
669,forward,18.865416666666665,754.6166666666666,40,4,20,24,0.6,7,19.49260119047619,0.7333618098328852,TRUE,0.6271845238095253,0.13336180983288526,1,NA,NA,insufficient_history,0.8923357664233577,top
670,NA,NA,NA,NA,NA,NA,NA,NA,4,19.416223333333335,0.8987739126226666,FALSE,NA,NA,3,1.188306666666888,0.08213399503724235,rising,NA,NA
671,forward,19.325924999999998,695.7332999999999,36,9,8,17,0.4722222222222222,7,19.458657619047617,0.7605807429835718,TRUE,0.13273261904761924,0.2883585207613496,1,NA,NA,insufficient_history,0.9215328467153284,top
672,NA,NA,NA,NA,NA,NA,NA,NA,1,20.31764666666667,1.1568627450980393,FALSE,NA,NA,3,-0.056920833333439134,0.009971509971493769,stable,NA,NA
673,forward,16.747889999999998,1323.0833099999998,79,15,39,54,0.6835443037974683,2,18.031496666666666,0.8075127334465195,TRUE,1.2836066666666675,0.12396842964905119,2,-1.2624549999995267,-0.2400362318839668,declining,0.7752613240418118,top
674,forward,18.143639999999998,1378.91664,76,20,39,59,0.7763157894736842,5,18.834989333333333,1.0740118188348784,FALSE,0.6913493333333349,0.2976960293611942,3,-0.08976999999992963,0.018855485232093547,stable,0.8747884940778342,top
675,forward,19.42458333333333,1553.9666666666665,80,30,85,115,1.4375,3,17.867685555555557,0.7117597631876358,FALSE,-1.556897777777774,-0.7257402368123642,2,-0.0822000000000092,0.008483563096501995,stable,0.9452887537993921,top
676,defense,17.784615,462.39998999999995,26,1,2,3,0.11538461538461539,1,20.96276,0.375,TRUE,3.1781450000000007,0.2596153846153846,2,-2.5191616666670376,-0.11476091476093159,declining,0.47854785478547857,middle
677,defense,20.96276,1341.61664,64,3,21,24,0.375,5,21.209173,0.2065438298402617,FALSE,0.24641300000000044,-0.1684561701597383,3,-1.4179483333336007,-0.08076923076924808,declining,0.7278688524590164,top
678,NA,NA,NA,NA,NA,NA,NA,NA,4,22.519281250000002,0.3098496125806328,TRUE,NA,NA,3,-1.0504916666669888,-0.041950113378701887,declining,NA,NA
679,defense,22.945061666666668,1858.549995,81,4,14,18,0.2222222222222222,1,21.214788333333335,0.30985915492957744,FALSE,-1.7302733333333329,0.08763693270735523,2,1.3623983333328138,0.09756097560971912,rising,0.8594377510040161,top
680,forward,15.657745,1111.699895,71,8,20,28,0.39436619718309857,2,14.913925000000003,0.4247083775185578,TRUE,-0.7438199999999977,0.030342180335459212,2,0.2087533333333696,0.13079746413081667,stable,0.6920473773265652,top
681,forward,15.22012166666667,1248.049976666667,82,13,21,34,0.4146341463414634,2,17.5783825,0.6374779541446208,TRUE,2.358260833333331,0.22284380780315743,3,-0.39510666666682004,-0.0912506709608278,declining,0.6483704974271012,middle
682,forward,19.58619,1371.0332999999998,70,18,41,59,0.8428571428571429,1,18.31779166666667,0.7297297297297297,FALSE,-1.2683983333333302,-0.11312741312741315,3,0.48142333333344,-0.0013419216317755722,rising,0.95,top
683,forward,18.31779166666667,1355.5165833333335,74,21,33,54,0.7297297297297297,3,16.62738277777778,0.5253767329716696,FALSE,-1.6904088888888893,-0.20435299675806007,2,4.015615000000595,0.4107583774251046,rising,0.878419452887538,top
684,forward,16.437291666666663,1314.9833333333331,80,20,26,46,0.575,2,17.416155000000003,0.6451719576719577,TRUE,0.9788633333333401,0.07017195767195772,3,0.7146133333335126,0.18357487922708382,rising,0.7473867595818815,top
685,forward,17.072023333333338,956.0333066666668,56,14,23,37,0.6607142857142857,4,19.947934583333332,0.967751568963058,FALSE,2.8759112499999944,0.30703728324877233,3,1.7155300000003904,0.07568438003222315,rising,0.7966101694915254,top
686,NA,NA,NA,NA,NA,NA,NA,NA,4,19.53145208333333,0.9221964578800718,FALSE,NA,NA,3,1.8318041666670586,0.33150584795330557,rising,NA,NA
687,forward,18.548824999999997,1316.966575,71,29,32,61,0.8591549295774648,7,20.957378095238095,0.9925413152495306,FALSE,2.408553095238098,0.13338638567206584,3,3.5317066666674357,0.29878048780493244,rising,0.9052453468697124,top
688,forward,20.478805,1658.7832050000002,81,42,26,68,0.8395061728395061,2,20.3148575,1.0287400076132471,FALSE,-0.16394750000000258,0.189233834773741,2,-0.335314999999958,0.00830355265923804,stable,0.9756493506493507,top
689,forward,15.88913,730.89998,46,4,11,15,0.32608695652173914,2,18.737499166666666,0.46341463414634143,TRUE,2.848369166666666,0.1373276776246023,1,NA,NA,insufficient_history,0.6678832116788321,top
690,forward,18.38821,1507.83322,82,15,22,37,0.45121951219512196,5,20.119378333333334,0.7732201732519867,FALSE,1.7311683333333328,0.3220006610568647,3,2.4738058333340076,0.062480202724127853,rising,0.8972125435540069,top
691,NA,NA,NA,NA,NA,NA,NA,NA,3,18.402981666666665,0.5404865135000068,FALSE,NA,NA,3,-0.8800125000003378,-0.03587840226229755,declining,NA,NA
692,defense,21.335878333333334,1536.18324,72,10,32,42,0.5833333333333334,5,20.78786633333333,0.6009866292516353,FALSE,-0.5480120000000035,0.017653295918301892,2,1.9746899999992586,0.009672619047615573,rising,0.7639344262295082,top
693,NA,NA,NA,NA,NA,NA,NA,NA,4,20.941938333333333,0.7053076567632036,FALSE,NA,NA,3,0.8765741666671065,0.15723923196684492,rising,NA,NA
694,defense,23.901265000000002,1888.199935,79,8,11,19,0.24050632911392406,6,21.30996888888889,0.27050089741006106,TRUE,-2.591296111111113,0.029994568296137003,1,NA,NA,insufficient_history,0.9075907590759076,top
695,defense,21.551448333333333,1487.049935,69,2,26,28,0.4057971014492754,4,23.078010416666665,0.3917388988975379,FALSE,1.5265620833333315,-0.014058202551737509,3,0.4875774999999894,-0.07406743185080714,rising,0.7973421926910299,top
696,defense,13.399073333333334,482.36664,36,1,7,8,0.2222222222222222,1,12.715788333333334,0.10526315789473684,TRUE,-0.6832849999999997,-0.11695906432748537,2,2.957141666665548,-0.12499999999995255,rising,0.11475409836065574,fringe
697,defense,12.715788333333334,241.59997833333335,19,0,2,2,0.10526315789473684,1,16.210568333333335,0.17073170731707318,TRUE,3.4947800000000004,0.06546854942233635,3,-0.7171300000004868,0.0486111111111376,declining,0.09868421052631579,fringe
698,defense,16.210568333333335,664.6333016666667,41,5,2,7,0.17073170731707318,1,16.66053833333333,0.25,TRUE,0.4499699999999969,0.07926829268292682,3,-2.5373433333338133,0.05263157894736744,declining,0.3389830508474576,middle
699,defense,16.66053833333333,1132.9166066666664,68,5,12,17,0.25,2,15.270740833333331,0.17772692601067885,FALSE,-1.3897975000000002,-0.07227307398932115,3,1.405747500000522,-0.025745257452573417,rising,0.39672131147540984,middle
700,NA,NA,NA,NA,NA,NA,NA,NA,4,19.316821666666666,0.2373885930760716,FALSE,NA,NA,3,-0.4253174999999837,-0.05253623188407218,declining,NA,NA
701,forward,12.699711666666667,736.5832766666667,58,10,13,23,0.39655172413793105,1,15.034754999999999,0.524390243902439,TRUE,2.3350433333333314,0.127838519764508,2,-2.070939999999215,0.04615384615382867,declining,0.42334494773519166,middle
