contract_id,model_position_group,cap_ceiling,aav_cap_share,eligible_overpay,expected_toi,overpay_residual,overpay_residual_std,partial_delivery_flag
771,defense,88000000,0.022727272727272728,TRUE,16.78033097058124,-0.4658876372479064,-0.19383267689472083,TRUE
772,forward,75000000,0.024666666666666667,TRUE,13.303975461580567,3.7361512050860988,1.5544267146542106,FALSE
773,forward,81500000,0.06748466257668712,TRUE,17.032601065226622,-1.0849127318932883,-0.45137823416452044,TRUE
774,defense,73000000,0.014726027397260274,FALSE,NA,NA,NA,FALSE
775,defense,79500000,0.02389937106918239,TRUE,16.901754110741738,-2.815569944075074,-1.171418633188562,FALSE
776,defense,81500000,0.012269938650306749,TRUE,15.697006904732104,0.6401714286012297,0.2663434952047585,TRUE
777,defense,82500000,0.015151515151515152,TRUE,15.995522869543866,1.104079352678358,0.45935251190183507,TRUE
778,forward,71400000,0.012955182072829132,FALSE,NA,NA,NA,FALSE
779,forward,79500000,0.018867924528301886,TRUE,12.799016321234896,1.3879653454317715,0.5774633556094757,FALSE
780,forward,81500000,0.012269938650306749,FALSE,NA,NA,NA,FALSE
781,forward,81500000,0.012883435582822086,TRUE,12.277882199176869,1.5938911341564648,0.6631388354439502,FALSE
782,forward,82500000,0.020606060606060607,TRUE,12.950374612168721,-0.3497346121687208,-0.1455071795419375,FALSE
783,forward,83500000,0.009281437125748504,FALSE,NA,NA,NA,FALSE
784,forward,88000000,0.008806818181818181,TRUE,11.92288706933486,1.3087795973318048,0.544518103795549,TRUE
785,forward,75000000,0.028,TRUE,13.594244815575362,2.7125129622024176,1.1285417481373317,FALSE
786,forward,81500000,0.044171779141104296,TRUE,15.00249638084583,3.4092219524875027,1.4184077111006643,TRUE
787,forward,83500000,0.04790419161676647,TRUE,15.327517868291606,-2.5279878682916053,-1.0517700331412752,FALSE
788,forward,88000000,0.011363636363636364,TRUE,12.145536857910418,1.4182714754229142,0.5900722291507514,FALSE
789,defense,71400000,0.012955182072829132,FALSE,NA,NA,NA,FALSE
790,defense,73000000,0.038356164383561646,FALSE,NA,NA,NA,FALSE
791,defense,81500000,0.018404907975460124,TRUE,16.332557023363595,1.9287246433030703,0.8024464070621349,FALSE
792,defense,81500000,0.011656441717791411,TRUE,15.633451892868955,-0.1682235595356225,-0.0699894572308587,FALSE
793,defense,81500000,0.009202453987730062,FALSE,NA,NA,NA,FALSE
794,defense,82500000,0.010303030303030303,TRUE,15.493245684879948,0.63265848178672,0.2632177316600839,FALSE
795,defense,83500000,0.011676646706586826,FALSE,NA,NA,NA,FALSE
796,forward,75000000,0.015166666666666667,FALSE,NA,NA,NA,FALSE
797,forward,81500000,0.04294478527607362,TRUE,14.895648765878418,-0.02806043254508417,-0.011674550514297536,TRUE
798,forward,83500000,0.041916167664670656,TRUE,14.806075915007535,1.5532499183257986,0.6462300466569185,FALSE
799,forward,92400000,0.032467532467532464,FALSE,NA,NA,NA,FALSE
800,defense,75000000,0.008666666666666666,TRUE,15.323727135055876,-0.20110880172254397,-0.08367137109548944,FALSE
801,defense,81500000,0.008588957055214725,FALSE,NA,NA,NA,FALSE
802,defense,81500000,0.009202453987730062,TRUE,15.379231845416358,3.741221487916979,1.556536207190927,FALSE
803,defense,82500000,0.009242424242424243,TRUE,15.383372550734716,2.8112041159319467,1.1696022292143256,FALSE
804,defense,88000000,0.008806818181818181,FALSE,NA,NA,NA,FALSE
805,defense,88000000,0.008806818181818181,FALSE,NA,NA,NA,FALSE
806,forward,75000000,0.008666666666666666,TRUE,11.910682562405535,-4.994015895738868,-2.077761657819569,FALSE
807,forward,79500000,0.008176100628930818,FALSE,NA,NA,NA,FALSE
808,forward,81500000,0.008588957055214725,FALSE,NA,NA,NA,FALSE
809,forward,81500000,0.008588957055214725,TRUE,11.903915546790932,-2.4265655467909326,-1.009573248977862,FALSE
810,forward,81500000,0.009202453987730062,FALSE,NA,NA,NA,FALSE
811,forward,82500000,0.009393939393939394,TRUE,11.974014057822583,-1.3959548911559168,-0.5807874082588054,FALSE
812,forward,88000000,0.011363636363636364,TRUE,12.145536857910418,-2.9449201912437495,-1.2252348383443918,TRUE
813,forward,75000000,0.008666666666666666,FALSE,NA,NA,NA,FALSE
814,defense,79500000,0.008490566037735849,TRUE,15.305484048631762,-3.775333215298428,-1.5707284005509126,FALSE
815,defense,81500000,0.010736196319018405,TRUE,15.538119375074231,-8.138982708407564,-3.386225946860694,TRUE
816,defense,82500000,0.01196969696969697,TRUE,15.66590346710817,-9.083324300441502,-3.7791195204447465,FALSE
817,defense,88000000,0.013068181818181817,TRUE,15.779700641758588,-10.11303397509192,-4.207530507782615,TRUE
818,forward,75000000,0.008666666666666666,FALSE,NA,NA,NA,FALSE
819,forward,81500000,0.008588957055214725,TRUE,11.903915546790932,-4.889630546790932,-2.03433210528907,FALSE
820,forward,81500000,0.008588957055214725,TRUE,11.903915546790932,-4.3086788801242655,-1.7926270079792452,FALSE
821,forward,81500000,0.009202453987730062,FALSE,NA,NA,NA,FALSE
822,forward,82500000,0.00909090909090909,FALSE,NA,NA,NA,FALSE
823,forward,83500000,0.009281437125748504,FALSE,NA,NA,NA,FALSE
824,defense,71400000,0.01137955182072829,FALSE,NA,NA,NA,FALSE
825,defense,75000000,0.029666666666666668,TRUE,17.49921519113147,4.596698142201866,1.912457499501897,FALSE
826,defense,79500000,0.07484276729559748,FALSE,NA,NA,NA,FALSE
827,defense,88000000,0.00909090909090909,TRUE,15.367676388713967,0.7113086112860323,0.2959401392110189,FALSE
828,defense,73000000,0.007876712328767124,TRUE,15.241892076629895,2.094381256703439,0.8713678856623952,FALSE
829,defense,75000000,0.008666666666666666,TRUE,15.323727135055876,0.6771136982774593,0.28171333644847446,FALSE
830,defense,81500000,0.008588957055214725,TRUE,15.315676833553209,-0.5465718335532088,-0.22740135848786222,TRUE
831,defense,81500000,0.009202453987730062,FALSE,NA,NA,NA,FALSE
832,defense,82500000,0.009696969696969697,TRUE,15.430461036796958,-1.7960818701302905,-0.747260345575944,FALSE
833,defense,88000000,0.008806818181818181,FALSE,NA,NA,NA,FALSE
834,forward,71400000,0.012955182072829132,FALSE,NA,NA,NA,FALSE
835,forward,79500000,0.008176100628930818,TRUE,11.867963676345923,1.8987029903207446,0.7899558902569592,FALSE
836,forward,81500000,0.008588957055214725,TRUE,11.903915546790932,-0.3872488801242646,-0.16111500082374505,TRUE
837,forward,81500000,0.009202453987730062,TRUE,11.957339354274637,-1.2318193542746378,-0.5124987739537888,FALSE
838,forward,82500000,0.00909090909090909,TRUE,11.947625934732145,-5.367864268065477,-2.2333013737666603,FALSE
839,forward,83500000,0.009281437125748504,FALSE,NA,NA,NA,FALSE
840,defense,71400000,0.008823529411764706,FALSE,NA,NA,NA,FALSE
841,defense,79500000,0.008490566037735849,FALSE,NA,NA,NA,FALSE
842,defense,81500000,0.008588957055214725,FALSE,NA,NA,NA,FALSE
843,defense,81500000,0.009202453987730062,TRUE,15.379231845416358,-0.22938184541635742,-0.09543437853545107,FALSE
844,defense,83500000,0.013173652694610778,TRUE,15.790626862326922,-2.4272793623269227,-1.0098702321237711,TRUE
845,defense,75000000,0.009,TRUE,15.358258691501518,-0.7860370248348509,-0.32703091578501853,FALSE
846,defense,79500000,0.011320754716981131,TRUE,15.598676509019308,1.367728490980694,0.5690438068673099,FALSE
847,defense,81500000,0.0196319018404908,TRUE,16.459667047089894,3.656999619576773,1.5214956761953167,FALSE
848,defense,81500000,0.03987730061349693,TRUE,18.556982438573815,3.678546728092847,1.530460356493947,TRUE
849,defense,82500000,0.07575757575757576,FALSE,NA,NA,NA,FALSE
850,forward,73000000,0.012671232876712329,FALSE,NA,NA,NA,FALSE
851,forward,81500000,0.01196319018404908,TRUE,12.197746487951312,0.9189201787153554,0.3823169877293692,FALSE
852,forward,81500000,0.015030674846625767,TRUE,12.464865525369836,1.546341141296832,0.6433556481141627,TRUE
853,forward,82500000,0.016363636363636365,TRUE,12.580940888902616,-0.008360888902615216,-0.003478550078698305,FALSE
854,forward,83500000,0.009580838323353293,TRUE,11.99028936727357,0.4527056327264294,0.18834830036494274,FALSE
