player_id,player_name,match_status,position,signing_team,signing_team_abbr,previous_team,previous_team_abbr,contract_value,aav,contract_years,signing_year,season_start,season,signing_date,contract_type
8475225,Craig Smith,exact,"RW, LW, C",Nashville Predators,NSH,Nashville Predators,NSH,21250000,4250000,5,2015,2015,20152016,2015-07-20,UFA
8477541,Dakota Mermis,exact,"LD, RD",Arizona Coyotes,ARI,NA,NA,1880000,626667,3,2015,2015,20152016,2015-07-01,other
8478466,Daniel Sprong,exact,RW,Pittsburgh Penguins,PIT,NA,NA,2775000,925000,3,2015,2015,20152016,2015-08-28,other
8475233,David Savard,exact,"RD, LD",Columbus Blue Jackets,CBJ,Columbus Blue Jackets,CBJ,21250000,4250000,5,2015,2015,20152016,2015-09-08,UFA
8478585,Derek Ryan,exact,"C, RW",Carolina Hurricanes,CAR,NA,NA,600000,600000,1,2015,2015,20152016,2015-06-15,UFA
8476913,Devin Shore,exact,"LW, C",Dallas Stars,DAL,NA,NA,2775000,925000,3,2015,2015,20152016,2015-03-10,other
8476462,Dougie Hamilton,exact,RD,Calgary Flames,CGY,Boston Bruins,BOS,34500000,5750000,6,2015,2015,20152016,2015-06-30,UFA
8477946,Dylan Larkin,exact,C,Detroit Red Wings,DET,NA,NA,4275000,1425000,3,2015,2015,20152016,2015-05-21,RFA
8475795,Dylan McIlrath,exact,RD,New York Rangers,NYR,New York Rangers,NYR,600000,600000,1,2015,2015,20152016,2015-07-15,other
8478440,Dylan Strome,exact,C,Arizona Coyotes,ARI,NA,NA,10200000,3400000,3,2015,2015,20152016,2015-07-06,RFA
8478062,Dysin Mayo,exact,RD,Arizona Coyotes,ARI,NA,NA,2400000,800000,3,2015,2015,20152016,2015-12-26,RFA
8477496,Elias Lindholm,exact,"C, RW, LW",Carolina Hurricanes,CAR,Carolina Hurricanes,CAR,5400000,2700000,2,2015,2015,20152016,2015-08-27,other
8478416,Erik Cernak,exact,"RD, LD",Los Angeles Kings,LAK,NA,NA,2775000,925000,3,2015,2015,20152016,2015-07-14,RFA
8476979,Erik Gustafsson,exact,LD,Chicago Blackhawks,CHI,NA,NA,1850000,925000,2,2015,2015,20152016,2015-05-16,other
8475287,Erik Haula,exact,"C, LW",Minnesota Wild,MIN,Minnesota Wild,MIN,2000000,1000000,2,2015,2015,20152016,2015-08-02,other
8473446,Erik Johnson,exact,RD,Colorado Avalanche,COL,Colorado Avalanche,COL,42000000,6000000,7,2015,2015,20152016,2015-09-22,UFA
8478542,Evan Rodrigues,exact,"RW, LW, C",Buffalo Sabres,BUF,NA,NA,1850000,925000,2,2015,2015,20152016,2015-04-22,other
8478366,Frank Vatrano,exact,"RW, LW",Boston Bruins,BOS,NA,NA,2775000,925000,3,2015,2015,20152016,2015-03-15,other
8477903,Garnet Hathaway,exact,RW,Calgary Flames,CGY,NA,NA,1550000,775000,2,2015,2015,20152016,2015-04-13,other
8478465,Guillaume Brisebois,exact,LD,Vancouver Canucks,VAN,NA,NA,2850000,925000,3,2015,2015,20152016,2015-12-10,RFA
8474679,Gustav Nyquist,exact,"RW, C",Detroit Red Wings,DET,Detroit Red Wings,DET,19000000,4750000,4,2015,2015,20152016,2015-07-10,UFA
8474013,Ian Cole,exact,"LD, RD",Pittsburgh Penguins,PIT,St. Louis Blues,STL,6300000,2100000,3,2015,2015,20152016,2015-06-29,UFA
