player_id,captain_name,match_status,team,team_abbr,season,source_page,alternate_data_available
8477946,Dylan Larkin,exact,Detroit Red Wings,DET,20212022,https://en.wikipedia.org/wiki/List_of_Detroit_Red_Wings_captains,FALSE
8477946,Dylan Larkin,exact,Detroit Red Wings,DET,20222023,https://en.wikipedia.org/wiki/List_of_Detroit_Red_Wings_captains,FALSE
8477946,Dylan Larkin,exact,Detroit Red Wings,DET,20232024,https://en.wikipedia.org/wiki/List_of_Detroit_Red_Wings_captains,FALSE
8477946,Dylan Larkin,exact,Detroit Red Wings,DET,20242025,https://en.wikipedia.org/wiki/List_of_Detroit_Red_Wings_captains,FALSE
8466333,Andrew Ference,exact,Edmonton Oilers,EDM,20122013,https://en.wikipedia.org/wiki/List_of_Edmonton_Oilers_captains,FALSE
8466333,Andrew Ference,exact,Edmonton Oilers,EDM,20132014,https://en.wikipedia.org/wiki/List_of_Edmonton_Oilers_captains,FALSE
8466333,Andrew Ference,exact,Edmonton Oilers,EDM,20142015,https://en.wikipedia.org/wiki/List_of_Edmonton_Oilers_captains,FALSE
8466333,Andrew Ference,exact,Edmonton Oilers,EDM,20152016,https://en.wikipedia.org/wiki/List_of_Edmonton_Oilers_captains,FALSE
8478402,Connor McDavid,exact,Edmonton Oilers,EDM,20162017,https://en.wikipedia.org/wiki/List_of_Edmonton_Oilers_captains,FALSE
8478402,Connor McDavid,exact,Edmonton Oilers,EDM,20172018,https://en.wikipedia.org/wiki/List_of_Edmonton_Oilers_captains,FALSE
8478402,Connor McDavid,exact,Edmonton Oilers,EDM,20182019,https://en.wikipedia.org/wiki/List_of_Edmonton_Oilers_captains,FALSE
8478402,Connor McDavid,exact,Edmonton Oilers,EDM,20192020,https://en.wikipedia.org/wiki/List_of_Edmonton_Oilers_captains,FALSE
8478402,Connor McDavid,exact,Edmonton Oilers,EDM,20202021,https://en.wikipedia.org/wiki/List_of_Edmonton_Oilers_captains,FALSE
8478402,Connor McDavid,exact,Edmonton Oilers,EDM,20212022,https://en.wikipedia.org/wiki/List_of_Edmonton_Oilers_captains,FALSE
8478402,Connor McDavid,exact,Edmonton Oilers,EDM,20222023,https://en.wikipedia.org/wiki/List_of_Edmonton_Oilers_captains,FALSE
8478402,Connor McDavid,exact,Edmonton Oilers,EDM,20232024,https://en.wikipedia.org/wiki/List_of_Edmonton_Oilers_captains,FALSE
8478402,Connor McDavid,exact,Edmonton Oilers,EDM,20242025,https://en.wikipedia.org/wiki/List_of_Edmonton_Oilers_captains,FALSE
8465185,Willie Mitchell,exact,Florida Panthers,FLA,20122013,https://en.wikipedia.org/wiki/List_of_Florida_Panthers_captains,FALSE
8465185,Willie Mitchell,exact,Florida Panthers,FLA,20132014,https://en.wikipedia.org/wiki/List_of_Florida_Panthers_captains,FALSE
8465185,Willie Mitchell,exact,Florida Panthers,FLA,20142015,https://en.wikipedia.org/wiki/List_of_Florida_Panthers_captains,FALSE
8465185,Willie Mitchell,exact,Florida Panthers,FLA,20152016,https://en.wikipedia.org/wiki/List_of_Florida_Panthers_captains,FALSE
8468001,Derek MacKenzie,exact,Florida Panthers,FLA,20162017,https://en.wikipedia.org/wiki/List_of_Florida_Panthers_captains,FALSE
8468001,Derek MacKenzie,exact,Florida Panthers,FLA,20172018,https://en.wikipedia.org/wiki/List_of_Florida_Panthers_captains,FALSE
8477493,Aleksander Barkov,exact,Florida Panthers,FLA,20182019,https://en.wikipedia.org/wiki/List_of_Florida_Panthers_captains,FALSE
8477493,Aleksander Barkov,exact,Florida Panthers,FLA,20192020,https://en.wikipedia.org/wiki/List_of_Florida_Panthers_captains,FALSE
8477493,Aleksander Barkov,exact,Florida Panthers,FLA,20202021,https://en.wikipedia.org/wiki/List_of_Florida_Panthers_captains,FALSE
8477493,Aleksander Barkov,exact,Florida Panthers,FLA,20212022,https://en.wikipedia.org/wiki/List_of_Florida_Panthers_captains,FALSE
8477493,Aleksander Barkov,exact,Florida Panthers,FLA,20222023,https://en.wikipedia.org/wiki/List_of_Florida_Panthers_captains,FALSE
